"Gold,Predict","L1,L1","L1,L1","L1,L2","L1,L2","L2,L1","L2,L1","L2,L2","L2,L2"
Part#,L1score,L2score,L1score,L2score,L1score,L2score,L1score,L2score
2,0,0,0.0,0.0,0,0,0,0
15,51375.25,268552.25,52372.09,303359.784,49184.071,191993.035,55585.425,322070.248
23,0.0,24626.408,0.0,171183.533,0,0,0.0,202040.946
26,0.0,369147.5,0.0,348544.265,0,0,0.0,246617.968
29,13212.25,34723.5,21590.75,79660.25,13212.75,34723.0,22710.515,92541.515
