Node(Unlabel),L1Score,L2Score,#1st nb L1,#1st nb L2,#2nd nb L1,#2nd nb L2,#3rd nb L1,#3rd nb L2
N3349,56016.25,38775.625,33,20,61139,43508,0,0
N1336,143083.25,102265.5,83,60,152104,107338,0,0
N2231,119245.0,84759.25,69,52,122592,86309,0,0
N343,91525.25,63153.75,52,39,103084,65697,0,0
N1615,144301.75,102985.125,83,64,152605,107213,0,0
N2970,82922.75,58984.25,50,33,82821,59894,0,0
N2630,100769.75,72018.75,60,42,102100,73356,0,0
N2212,120563.125,85649.5,71,52,124131,87284,0,0
N1947,69721.75,43381.5,50,29,81002,50994,0,0
N1377,143884.5,102903.125,83,62,152933,107986,0,0
N1701,142204.5,101299.875,80,64,150015,105269,0,0
N3304,64448.5,44637.0,40,26,63654,45013,0,0
N816,123291.75,86183.125,75,46,133935,91127,0,0
N2097,127588.75,90529.625,74,55,132351,92766,0,0
N330,59261.0,30724.375,74,20,70615,35128,0,0
N332,59182.25,30753.125,73,20,70560,35168,0,0
N2283,66629.625,43303.75,45,28,75836,50265,0,0
N196,81616.75,56541.75,45,37,92495,58295,0,0
N1646,143675.25,102506.625,81,64,151857,106667,0,0
N2116,67838.125,43399.375,44,28,77653,50719,0,0
N1047,133133.375,94371.0,82,52,142178,99453,0,0
N2462,65170.125,42961.125,44,27,73676,49705,0,0
N461,56674.75,31675.875,43,21,68581,36456,0,0
N1173,137937.25,98078.125,83,53,147033,103207,0,0
N3220,69413.75,48460.75,44,26,68682,48931,0,0
N770,122254.625,84137.0,73,46,134520,88929,0,0
N160,78339.0,54333.5,43,35,88781,55874,0,0
N2325,66293.0,43230.625,45,27,75334,50124,0,0
N2852,88804.25,63445.5,53,36,89077,64616,0,0
N221,83183.75,57604.5,45,38,94205,59550,0,0
N2022,131157.5,92988.375,76,56,136510,95559,0,0
N2741,62680.5,42333.625,39,25,70082,48677,0,0
N859,124512.5,87638.375,77,48,134268,92662,0,0
N904,126368.25,89306.875,76,48,135488,94349,0,0
N3151,72904.75,51222.0,44,29,72287,51778,0,0
N1306,69727.625,39324.75,47,26,84859,46282,0,0
N985,64986.5,36521.125,44,20,79122,42755,0,0
N812,61836.75,34998.5,41,20,75164,40669,0,0
N720,120166.5,81642.875,72,46,133655,86309,0,0
N2558,104402.0,74558.5,63,44,106086,75900,0,0
N2280,116927.25,83169.25,69,52,119918,84632,0,0
N3103,75503.25,53223.75,44,29,75013,53893,0,0
N1745,73807.125,42928.25,49,32,89007,50885,0,0
N1923,70299.25,43345.5,51,29,82093,51035,0,0
N77,70261.5,49909.0,40,34,78325,50870,0,0
N2847,61897.0,42019.375,39,24,68951,48241,0,0
N2152,67521.625,43341.125,44,29,77201,50615,0,0
N2225,119593.5,84983.25,70,52,123006,86569,0,0
N2210,120739.875,85772.75,71,52,124333,87414,0,0
N417,97388.0,66820.75,55,41,109376,69931,0,0
N2583,103070.0,73622.25,62,42,104626,74968,0,0
N699,118624.25,80623.875,70,45,132013,85163,0,0
N2303,115991.5,82499.5,68,52,118898,83989,0,0
N1180,138257.25,98341.375,84,53,147346,103465,0,0
N3024,59968.25,41045.0,34,23,66352,46911,0,0
N2833,89737.25,64132.5,53,36,90073,65336,0,0
N3355,55872.5,38686.125,32,20,60954,43378,0,0
N333,90744.25,62663.5,51,38,102239,65132,0,0
N688,59712.0,33824.75,39,19,72557,39259,0,0
N3081,76812.0,54267.0,45,30,76369,54921,0,0
N2523,106218.75,75805.75,64,45,108094,77195,0,0
N2717,95699.75,68586.5,56,39,96465,69794,0,0
N2746,94479.75,67698.75,55,39,95147,68916,0,0
N1251,68873.25,38738.0,47,25,83851,45532,0,0
N756,122054.625,83591.75,73,46,134820,88379,0,0
N3040,78991.75,55965.5,48,31,78658,56674,0,0
N695,118399.0,80468.375,69,45,131779,84999,0,0
N2446,109776.5,78239.5,65,46,112041,79707,0,0
N789,122580.875,84920.75,73,46,134163,89816,0,0
N3262,67184.25,46701.5,41,26,66410,47119,0,0
N2678,97893.5,70064.5,57,39,98889,71333,0,0
N540,106922.75,72793.375,64,44,119620,76604,0,0
N562,108288.0,73667.5,66,45,121068,77574,0,0
N208,82452.0,57109.25,45,38,93407,58969,0,0
N2049,129704.25,92027.125,74,56,134823,94447,0,0
N897,126167.25,89147.875,76,48,135332,94190,0,0
N2637,63544.5,42596.5,40,24,71280,49060,0,0
N1692,74491.5,42820.0,47,31,90384,50833,0,0
N121,74847.5,52320.5,41,35,84403,53523,0,0
N889,63046.5,35546.125,42,22,76759,41525,0,0
N1967,69314.25,43367.0,49,28,80267,50963,0,0
N2157,124383.75,88301.25,72,54,128570,90205,0,0
N8,63288.5,46796.5,36,32,68501,47417,0,0
N2645,99850.0,71413.5,59,40,101035,72684,0,0
N774,122314.5,84310.875,73,46,134421,89133,0,0
N1693,142453.25,101511.125,79,63,150332,105537,0,0
N2488,107929.5,76965.0,64,45,109983,78396,0,0
N3337,62870.25,43450.25,40,25,62074,43795,0,0
N1441,71688.75,40655.0,46,30,87176,48018,0,0
N1926,135754.5,96205.875,77,58,141741,99146,0,0
N298,59964.625,30386.625,85,20,71155,34728,0,0
N2340,114591.75,81522.5,67,51,117362,83025,0,0
N2194,121759.375,86468.25,71,53,125530,88192,0,0
N450,57018.25,31578.75,47,20,68845,36301,0,0
N1395,70985.875,40208.875,48,28,86335,47385,0,0
N116,74301.0,52010.75,41,35,83703,53191,0,0
N2400,111785.0,79640.0,66,47,114249,81097,0,0
N2252,118240.0,84053.25,69,52,121431,85576,0,0
N1454,145714.0,104162.375,84,65,154720,109107,0,0
N2476,108286.5,77220.25,64,45,110368,78641,0,0
N775,122339.0,84370.125,73,46,134390,89201,0,0
N2021,68724.25,43330.875,49,27,79226,50901,0,0
N1938,135439.25,95969.875,78,58,141371,98893,0,0
N2842,89265.75,63776.75,53,36,89575,64976,0,0
N2009,131765.25,93415.0,77,57,137196,96022,0,0
N3372,55633.5,38539.625,33,20,60642,43158,0,0
N512,104337.0,71149.875,61,43,116870,74768,0,0
N1750,140775.25,100008.5,78,62,148153,103687,0,0
N260,85977.75,59589.75,48,38,97167,61710,0,0
N1217,139646.375,99461.5,82,55,148698,104584,0,0
N1249,68828.5,38707.25,46,25,83801,45495,0,0
N356,58670.0,30941.625,67,21,70175,35441,0,0
N2335,66186.5,43206.875,45,27,75168,50076,0,0
N1996,132797.25,94135.875,77,57,138372,96826,0,0
N2718,62985.625,42413.125,41,25,70527,48833,0,0
N239,61169.0,29877.625,101,20,72020,34035,0,0
N2743,94627.75,67799.75,55,39,95311,69026,0,0
N1054,133398.75,94560.375,82,52,142446,99651,0,0
N3129,74063.75,52100.75,44,29,73514,52738,0,0
N243,84577.5,58593.25,47,38,95683,60636,0,0
N1755,140646.25,99893.5,78,61,147994,103569,0,0
N3146,73208.75,51449.0,44,29,72612,52034,0,0
N1498,146909.75,105013.375,85,66,155932,109890,0,0
N1248,140820.375,100411.375,82,57,149851,105529,0,0
N412,96946.875,66564.5,55,41,108895,69619,0,0
N3233,57465.5,39713.875,32,20,62997,44841,0,0
N2517,106504.5,75992.75,64,45,108414,77398,0,0
N6,62940.5,46661.0,35,32,68002,47257,0,0
N2456,109156.25,77820.25,64,46,111359,79275,0,0
N1467,146135.75,104458.125,84,66,155140,109381,0,0
N1199,138963.75,98919.125,84,54,148036,104029,0,0
N2978,82372.0,58568.75,50,33,82231,59435,0,0
N726,120817.875,82074.5,73,46,134349,86801,0,0
N975,129559.5,91720.25,79,50,138543,96781,0,0
N2747,94402.5,67639.25,55,39,95065,68861,0,0
N1445,145481.75,104011.125,85,65,154476,108946,0,0
N941,64316.0,36175.0,43,19,78304,42330,0,0
N3255,67575.75,47029.0,42,26,66798,47433,0,0
N2031,130468.0,92539.625,76,56,135710,95032,0,0
N2386,112560.0,80196.75,66,48,115096,81623,0,0
N290,60307.5,30220.375,90,19,71410,34529,0,0
N456,100389.0,68627.5,56,42,112654,72035,0,0
N1266,141287.125,100775.875,81,58,150348,105898,0,0
N755,60951.0,34479.75,41,20,74080,40069,0,0
N2949,83869.25,59703.5,50,33,83829,60674,0,0
N3323,63421.0,43862.0,40,26,62627,44220,0,0
N1470,71940.25,40830.25,46,30,87470,48240,0,0
N2729,95317.5,68314.5,55,39,96051,69522,0,0
N1719,141650.0,100765.625,79,62,149297,104626,0,0
N355,92296.875,63641.25,53,39,103917,66264,0,0
N411,96837.5,66496.25,55,41,108776,69541,0,0
N1354,143374.0,102508.75,83,60,152384,107569,0,0
N1360,143521.25,102624.125,83,61,152544,107695,0,0
N2756,62507.125,42269.375,38,25,69835,48582,0,0
N372,93717.0,64543.25,54,39,105447,67325,0,0
N3335,56299.5,38952.625,32,20,61504,43766,0,0
N1876,137352.25,97430.375,76,61,143767,100557,0,0
N608,111682.5,75836.625,66,45,124698,80004,0,0
N522,105223.75,71705.125,63,43,117819,75402,0,0
N285,87709.0,60723.0,49,38,99019,62974,0,0
N991,65043.0,36549.5,44,20,79190,42791,0,0
N1544,146122.625,104297.75,85,65,154906,108945,0,0
N1299,69582.0,39209.5,47,26,84706,46168,0,0
N3,65949.5,27655.875,170,14,75582,31135,0,0
N634,114051.0,77429.125,66,45,127210,81747,0,0
N1073,134423.5,95332.0,81,52,143498,100469,0,0
N1667,143034.5,101993.875,81,63,151059,106105,0,0
N2918,85932.25,61319.5,51,33,86010,62351,0,0
N864,124729.0,87868.625,77,48,134373,92891,0,0
N1391,144212.75,103140.625,83,62,153258,108211,0,0
N2881,61485.0,41850.375,38,23,68368,47977,0,0
N2099,127420.875,90419.125,74,55,132151,92630,0,0
N69,64369.0,28457.875,147,15,74379,32163,0,0
N2117,67819.0,43408.875,44,28,77620,50713,0,0
N3108,75186.25,52994.75,44,29,74674,53637,0,0
N856,62654.0,35368.25,41,21,76255,41260,0,0
N67,64443.5,28429.0,148,15,74432,32120,0,0
N1609,144490.25,103116.625,83,65,152840,107386,0,0
N3011,80376.75,57038.25,50,31,80112,57789,0,0
N125,63430.375,28871.875,135,16,73687,32715,0,0
N1577,145369.125,103729.75,85,65,153940,108175,0,0
N3177,71597.75,50217.75,44,29,70918,50701,0,0
N1531,146349.125,104483.25,85,65,155214,109218,0,0
N2959,83479.25,59417.25,50,33,83409,60349,0,0
N2095,67999.125,43390.875,44,28,77911,50763,0,0
N1290,69462.25,39142.0,47,26,84554,46054,0,0
N400,95949.0,65967.5,55,41,107816,68925,0,0
N296,60029.375,30345.625,86,20,71206,34688,0,0
N3003,80862.0,57419.5,50,32,80622,58183,0,0
N1418,144906.25,103620.875,83,65,153924,108614,0,0
N2124,126065.25,89482.375,74,55,130551,91542,0,0
N465,101078.5,69084.25,57,42,113377,72503,0,0
N210,61923.75,29532.125,113,18,72581,33587,0,0
N2885,61409.5,41810.625,38,23,68272,47929,0,0
N3295,64995.75,45028.5,40,26,64208,45431,0,0
N4,62594.75,46515.0,35,31,67497,47099,0,0
N1980,133570.0,94670.0,77,57,139244,97429,0,0
N739,121836.25,82837.125,73,46,135339,87612,0,0
N1740,141027.25,100214.25,78,63,148477,103927,0,0
N1456,145785.25,104213.75,84,65,154790,109153,0,0
N3100,59222.0,40651.375,34,23,65344,46353,0,0
N3367,61497.25,42442.5,37,25,60679,42697,0,0
N2984,81978.25,58266.75,50,33,81811,59105,0,0
N670,59276.25,33587.25,37,19,72031,38965,0,0
N2438,110265.0,78584.5,66,46,112573,80043,0,0
N1046,133068.125,94322.75,82,52,142111,99402,0,0
N3391,60273.25,41500.25,37,24,59456,41727,0,0
N2993,81422.5,57848.25,50,33,81217,58643,0,0
N2016,68837.75,43344.75,49,27,79421,50916,0,0
N2856,88497.0,63227.0,53,36,88745,64376,0,0
N3019,80051.25,56783.75,48,31,79773,57525,0,0
N2171,123294.375,87538.875,71,54,127298,89360,0,0
N1373,143831.5,102856.375,83,61,152858,107933,0,0
N1096,135300.5,96025.875,82,52,144376,101152,0,0
N1414,71268.25,40384.75,48,29,86682,47648,0,0
N867,124896.0,88026.125,77,48,134463,93056,0,0
N2688,63118.25,42450.875,41,25,70727,48893,0,0
N1267,69174.125,38948.0,47,25,84209,45791,0,0
N1227,140059.375,99799.5,82,55,149098,104920,0,0
N1856,71288.5,43183.25,50,31,84071,51034,0,0
N1312,142414.0,101703.5,83,60,151464,106810,0,0
N743,121879.25,83023.125,73,46,135183,87819,0,0
N348,91963.25,63423.75,53,39,103560,66021,0,0
N2589,63983.75,42710.5,41,25,71925,49243,0,0
N534,106360.0,72448.125,64,44,119017,76200,0,0
N541,56867.0,32406.0,35,21,69061,37375,0,0
N2030,130554.25,92591.625,76,56,135810,95097,0,0
N1514,72408.625,41155.375,46,31,88009,48668,0,0
N1700,74412.0,42837.25,47,31,90227,50839,0,0
N3298,56858.0,39295.625,33,20,62224,44282,0,0
N1581,145290.125,103672.0,85,65,153844,108107,0,0
N3000,81099.0,57594.25,50,32,80877,58381,0,0
N1404,144596.25,103414.125,83,62,153628,108441,0,0
N1422,145059.0,103723.625,84,65,154070,108702,0,0
N2387,65717.25,43107.625,42,26,74481,49905,0,0
N2749,94249.25,67523.0,55,39,94901,68751,0,0
N966,64657.75,36359.25,44,20,78714,42539,0,0
N354,58740.875,30911.125,68,21,70229,35402,0,0
N2203,121166.5,86068.5,71,52,124834,87739,0,0
N3154,58591.5,40313.625,33,21,64502,45840,0,0
N325,59330.5,30691.875,76,20,70668,35088,0,0
N1358,70547.75,39905.5,47,27,85828,47002,0,0
N1526,146434.0,104561.375,86,65,155323,109317,0,0
N1989,69111.5,43366.125,49,28,79897,50943,0,0
N1437,71555.0,40550.0,46,30,87029,47907,0,0
N601,111219.0,75530.125,66,45,124214,79680,0,0
N1690,142492.5,101549.125,79,63,150377,105575,0,0
N638,58769.25,33318.0,37,19,71420,38629,0,0
N1426,71352.875,40436.375,47,29,86782,47724,0,0
N2699,63083.875,42436.125,41,25,70677,48878,0,0
N2044,68480.0,43315.75,48,27,78808,50866,0,0
N1024,131996.0,93512.125,80,52,141021,98568,0,0
N1106,135608.0,96255.875,82,52,144690,101382,0,0
N2279,66677.625,43303.0,45,28,75914,50287,0,0
N207,62075.625,29475.875,116,18,72683,33503,0,0
N1606,73564.0,42059.0,48,30,89319,49750,0,0
N2923,85702.75,61155.25,51,33,85761,62165,0,0
N2426,110748.0,78916.25,66,46,113108,80379,0,0
N2101,127332.75,90355.125,74,55,132051,92562,0,0
N1902,70599.25,43321.875,51,30,82679,51046,0,0
N2550,104689.25,74749.0,63,44,106406,76108,0,0
N3356,62027.0,42836.0,38,25,61217,43124,0,0
N2393,112212.5,79956.5,66,48,114711,81383,0,0
N3107,75264.75,53052.0,44,29,74758,53701,0,0
N2368,113448.5,80785.0,67,49,116087,82240,0,0
N40,66634.5,48214.25,38,33,73302,49015,0,0
N2235,118974.0,84571.75,69,52,122277,86112,0,0
N2740,62717.0,42345.875,39,25,70132,48695,0,0
N1497,72240.25,41041.25,46,31,87813,48508,0,0
N2284,116790.25,83063.75,69,52,119772,84540,0,0
N126,75249.5,52560.0,41,35,84913,53774,0,0
N2926,85467.0,60969.0,51,33,85512,61974,0,0
N3042,78914.0,55909.75,48,31,78573,56609,0,0
N2633,100583.0,71889.25,60,41,101854,73202,0,0
N2695,97067.25,69503.5,56,39,97977,70752,0,0
N3183,58194.5,40095.625,32,20,63983,45506,0,0
N3224,57592.0,39782.875,32,20,63171,44970,0,0
N1076,66234.625,37094.375,44,21,80700,43588,0,0
N2916,86008.75,61374.25,51,33,86093,62413,0,0
N3007,80700.25,57292.25,50,32,80452,58051,0,0
N2484,108142.5,77114.75,64,45,110214,78543,0,0
N911,126627.5,89514.125,76,48,135704,94561,0,0
N1674,142935.5,101937.375,81,63,150921,106006,0,0
N623,58576.25,33222.25,37,19,71183,38503,0,0
N1950,69631.5,43388.5,50,29,80831,50988,0,0
N3166,72143.25,50641.0,44,29,71484,51142,0,0
N2864,61798.5,41997.125,39,24,68804,48184,0,0
N3362,55721.75,38585.625,32,20,60768,43246,0,0
N1027,132137.0,93614.125,80,52,141163,98674,0,0
N1837,71694.5,43114.5,50,31,84883,51013,0,0
N1672,142972.0,101961.125,81,63,150967,106039,0,0
N727,120927.375,82151.5,73,46,134465,86883,0,0
N3394,60045.75,41335.5,37,24,59227,41553,0,0
N2769,93271.0,66820.0,55,38,93835,68035,0,0
N1021,65585.0,36799.5,44,20,79880,43151,0,0
N2256,117970.5,83869.25,69,52,121110,85376,0,0
N2909,86323.5,61615.5,51,33,86425,62661,0,0
N660,116050.5,78839.0,66,45,129316,83259,0,0
N2744,94553.75,67749.25,55,39,95229,68971,0,0
N2360,113856.5,81053.75,67,50,116540,82520,0,0
N2620,101431.5,72453.75,60,42,102838,73824,0,0
N3109,75106.75,52935.5,44,29,74590,53573,0,0
N520,105003.5,71563.125,62,43,117582,75242,0,0
N2306,115793.75,82364.5,68,52,118679,83851,0,0
N3340,62716.75,43340.75,39,25,61918,43673,0,0
N1540,72828.875,41500.625,46,31,88467,49028,0,0
N1664,143107.5,102051.625,81,63,151152,106171,0,0
N2591,102699.5,73365.5,61,42,104218,74708,0,0
N2053,129452.25,91861.875,74,56,134526,94250,0,0
N1599,144747.0,103304.625,85,64,153172,107633,0,0
N2388,112489.0,80144.5,66,48,115019,81575,0,0
N479,101853.0,69572.875,59,43,114220,73047,0,0
N653,115381.0,78361.25,66,45,128614,82755,0,0
N2437,65314.5,42971.625,44,27,73901,49760,0,0
N70,69340.75,49451.25,40,34,77062,50384,0,0
N1805,72071.5,43068.75,50,31,85612,50995,0,0
N3248,67800.75,47199.25,42,26,67032,47622,0,0
N1737,141138.75,100305.125,78,63,148633,104050,0,0
N3196,57940.75,39970.625,32,20,63635,45278,0,0
N409,96729.875,66436.5,55,41,108657,69464,0,0
N2735,94856.25,67969.25,55,39,95557,69191,0,0
N3256,67501.25,46972.25,41,26,66722,47370,0,0
N3065,77545.5,54851.25,45,30,77134,55506,0,0
N2146,124975.375,88735.125,74,54,129254,90667,0,0
N1321,69915.375,39473.75,47,26,85063,46434,0,0
N2809,91130.0,65197.5,53,36,91549,66412,0,0
N2775,92887.5,66523.0,55,38,93427,67750,0,0
N1492,72118.625,40966.625,46,31,87666,48388,0,0
N1452,145650.5,104122.375,84,65,154650,109061,0,0
N2571,103813.5,74141.25,62,43,105444,75486,0,0
N103,63861.25,28670.375,140,15,74008,32464,0,0
N2160,124210.75,88178.0,71,54,128376,90075,0,0
N318,89726.0,62006.75,50,38,101157,64403,0,0
N600,58199.25,33057.25,36,21,70710,38247,0,0
N3135,73751.75,51860.75,44,29,73186,52482,0,0
N3210,69874.75,48816.5,44,27,69162,49313,0,0
N1086,134981.25,95770.375,82,52,144058,100910,0,0
N268,86732.0,60094.5,49,38,97970,62263,0,0
N1040,65808.0,36901.875,44,20,80156,43295,0,0
N1384,70811.25,40096.75,47,28,86134,47233,0,0
N2593,102622.5,73306.75,61,42,104136,74656,0,0
N885,125725.5,88783.875,76,48,134997,93823,0,0
N2236,118884.5,84512.75,69,52,122172,86045,0,0
N3171,71911.75,50463.75,44,29,71242,50953,0,0
N1433,145345.625,103928.5,85,65,154330,108856,0,0
N1904,136451.25,96733.375,77,58,142619,99765,0,0
N2816,90825.0,64964.0,53,36,91224,66176,0,0
N1512,146664.375,104746.0,86,66,155625,109579,0,0
N1688,142568.5,101622.875,79,63,150467,105652,0,0
N2710,96079.25,68841.25,56,39,96885,70063,0,0
N252,60954.0,29946.25,99,20,71866,34158,0,0
N281,60583.75,30089.25,95,19,71612,34365,0,0
N1214,139544.125,99379.25,82,55,148600,104500,0,0
N1185,67982.375,38121.375,43,23,82810,44827,0,0
N139,63146.375,29006.375,131,16,73471,32883,0,0
N3404,55102.0,38210.875,34,21,59951,42672,0,0
N740,121845.5,82896.125,73,46,135286,87681,0,0
N605,58324.0,33111.25,37,20,70867,38333,0,0
N1371,70684.875,40007.5,47,27,85981,47119,0,0
N684,117606.375,79911.0,68,45,130955,84425,0,0
N578,57698.5,32816.75,36,21,70078,37910,0,0
N683,117491.875,79828.75,68,45,130837,84343,0,0
N791,122648.625,85050.0,73,46,134124,89948,0,0
N2990,81584.25,57975.5,50,33,81387,58775,0,0
N2000,132448.0,93882.75,77,57,137980,96558,0,0
N2538,105415.0,75239.25,63,44,107212,76628,0,0
N931,127416.75,90155.625,76,49,136418,95203,0,0
N1787,72456.75,43022.25,49,32,86373,50972,0,0
N2196,121670.75,86406.25,71,53,125430,88127,0,0
N803,122982.5,85678.125,74,46,133979,90608,0,0
N1032,132473.75,93867.75,81,52,141506,98939,0,0
N1138,67443.375,37819.125,44,21,82138,44429,0,0
N2751,94172.0,67463.5,55,39,94819,68696,0,0
N2246,118426.0,84189.25,69,52,121645,85710,0,0
N2953,83635.25,59531.75,50,33,83577,60479,0,0
N906,63417.75,35725.75,42,20,77197,41752,0,0
N2731,95162.0,68197.5,55,39,95885,69412,0,0
N1058,133651.125,94746.75,82,52,142705,99843,0,0
N146,76901.5,53483.0,42,35,87013,54866,0,0
N1638,74020.875,42412.125,47,30,89864,50240,0,0
N1471,146197.75,104502.625,84,66,155208,109427,0,0
N2182,122531.375,87009.75,71,53,126416,88777,0,0
N2607,63742.375,42638.0,40,24,71580,49150,0,0
N2770,62448.625,42236.625,38,24,69737,48545,0,0
N2098,127502.25,90470.375,74,55,132251,92698,0,0
N1341,143126.75,102301.0,83,60,152144,107371,0,0
N1460,145889.75,104283.375,84,65,154895,109222,0,0
N3336,56251.0,38918.375,32,20,61444,43723,0,0
N2828,90138.5,64451.25,53,36,90488,65636,0,0
N2795,91742.5,65664.0,54,37,92203,66882,0,0
N3308,64131.0,44395.75,40,26,63338,44769,0,0
N2552,64305.875,42825.875,42,25,72365,49360,0,0
N793,122706.125,85170.0,73,46,134089,90080,0,0
N829,62175.0,35145.5,41,20,75602,40909,0,0
N1968,69272.0,43368.25,49,28,80191,50959,0,0
N1159,67685.5,37930.5,44,23,82448,44605,0,0
N59,68398.25,49009.0,40,34,75763,49898,0,0
N2997,81181.75,57662.25,50,33,80962,58445,0,0
N3389,60431.25,41628.5,37,24,59608,41846,0,0
N1019,131778.25,93343.625,80,52,140808,98409,0,0
N2825,90369.5,64620.5,53,36,90736,65816,0,0
N526,56749.0,32368.0,35,21,68907,37293,0,0
N2037,68580.75,43322.375,48,27,78981,50881,0,0
N2014,131508.5,93240.875,77,56,136902,95823,0,0
N1798,139848.5,99262.25,79,60,146985,102811,0,0
N345,91747.125,63294.25,53,39,103322,65859,0,0
N3053,78275.0,55426.75,47,30,77895,56091,0,0
N2738,62745.25,42346.125,41,25,70177,48713,0,0
N1425,145137.625,103780.75,85,65,154142,108746,0,0
N1795,139930.25,99321.625,80,60,147090,102891,0,0
N587,110213.75,74906.625,66,45,123125,78951,0,0
N192,81292.75,56301.0,45,37,92147,58040,0,0
N1727,141444.5,100572.0,78,62,149023,104380,0,0
N3142,73439.75,51620.75,44,29,72858,52226,0,0
N33,65390.25,27896.625,162,14,75166,31503,0,0
N3237,68570.25,47813.75,44,26,67811,48247,0,0
N827,123554.75,86545.375,75,47,133952,91499,0,0
N277,87496.25,60596.5,49,38,98784,62816,0,0
N487,102414.375,69923.5,59,43,114825,73437,0,0
N1353,70473.25,39855.0,47,26,85726,46928,0,0
N2383,112695.5,80284.25,67,48,115248,81719,0,0
N1648,143605.25,102452.625,81,64,151763,106599,0,0
N1567,145649.625,103925.5,85,65,154303,108453,0,0
N1154,67584.375,37882.125,44,21,82324,44537,0,0
N56,64781.0,28252.375,154,15,74695,31905,0,0
N1499,146910.375,105011.5,85,66,155934,109880,0,0
N3311,56764.5,39238.375,32,20,62105,44196,0,0
N3156,72675.75,51048.25,44,29,72044,51586,0,0
N2372,113243.0,80649.25,67,48,115859,82101,0,0
N2447,109708.5,78195.75,65,46,111965,79659,0,0
N2072,128784.25,91398.375,74,56,133741,93716,0,0
N2046,68414.0,43305.625,47,27,78700,50856,0,0
N36,66315.0,48077.5,37,33,72843,48855,0,0
N1976,133828.5,94858.25,77,57,139532,97630,0,0
N1385,70856.25,40127.0,47,28,86185,47271,0,0
N2672,98273.25,70326.0,57,40,99304,71591,0,0
N365,93058.5,64114.25,53,39,104742,66833,0,0
N877,125414.0,88496.625,76,48,134782,93551,0,0
N2039,68547.75,43323.125,48,27,78922,50876,0,0
N2166,123705.25,87815.0,71,54,127788,89685,0,0
N744,60714.0,34360.25,41,20,73779,39909,0,0
N445,99599.625,68150.0,56,42,111806,71489,0,0
N3020,79967.5,56714.75,48,31,79687,57459,0,0
N1916,136080.5,96446.375,77,58,142147,99433,0,0
N205,62142.25,29442.125,117,17,72735,33464,0,0
N1966,134419.0,95272.625,78,57,140207,98099,0,0
N3361,61801.0,42671.75,38,25,60985,42941,0,0
N2560,64231.5,42797.0,42,25,72269,49334,0,0
N2138,125485.75,89089.0,74,54,129851,91069,0,0
N785,122522.25,84788.875,73,46,134206,89681,0,0
N1781,140093.25,99455.625,80,60,147301,103051,0,0
N183,62642.25,29240.375,124,16,73100,33177,0,0
N148,77145.25,53624.0,42,35,87318,55034,0,0
N773,61300.5,34682.75,42,20,74510,40309,0,0
N1756,73508.0,42945.25,49,32,88425,50909,0,0
N1332,143003.25,102201.0,83,60,152024,107272,0,0
N1269,69211.625,38966.25,47,26,84258,45826,0,0
N1801,72135.875,43062.625,49,31,85738,50992,0,0
N220,83077.0,57529.5,45,38,94091,59467,0,0
N2258,117787.5,83743.5,69,52,120896,85244,0,0
N3422,54895.5,38071.375,34,20,59699,42497,0,0
N143,63001.25,29070.625,129,16,73365,32967,0,0
N1532,72646.125,41348.375,46,31,88263,48868,0,0
N2139,67581.5,43332.375,44,29,77303,50642,0,0
N1174,137991.125,98123.75,83,53,147085,103250,0,0
N2759,93787.75,67172.25,55,39,94409,68421,0,0
N389,58005.5,31186.875,59,20,69655,35794,0,0
N2979,82294.0,58510.5,50,33,82147,59369,0,0
N750,121973.0,83360.375,73,46,134946,88169,0,0
N2071,68159.75,43335.25,46,28,78251,50809,0,0
N2936,84758.5,60410.75,51,33,84760,61389,0,0
N1951,135018.25,95683.125,78,58,140886,98566,0,0
N2366,113586.5,80878.5,67,50,116239,82332,0,0
N323,90177.25,62300.25,51,38,101635,64727,0,0
N2952,83713.25,59589.0,50,33,83661,60544,0,0
N1703,74337.125,42850.75,47,31,90071,50845,0,0
N654,115491.25,78439.75,66,45,128731,82839,0,0
N2781,62409.125,42212.625,38,24,69688,48526,0,0
N1244,140721.375,100337.125,82,57,149749,105453,0,0
N1754,73588.875,42949.75,49,32,88569,50903,0,0
N1146,137187.25,97495.875,83,52,146284,102598,0,0
N396,95613.875,65767.5,55,41,107456,68694,0,0
N2745,62644.0,42320.375,39,25,70032,48658,0,0
N2830,89978.0,64323.75,53,36,90322,65516,0,0
N2628,100918.75,72121.0,60,42,102264,73460,0,0
N1849,71395.5,43149.25,50,31,84298,51028,0,0
N264,86415.25,59889.0,48,38,97627,62026,0,0
N476,56363.0,31807.5,39,21,68317,36612,0,0
N3039,79074.5,56034.0,48,31,78743,56739,0,0
N3427,58368.75,40135.5,37,24,57538,40277,0,0
N244,84680.75,58658.5,47,38,95797,60720,0,0
N1379,143957.625,102958.875,83,62,153006,108038,0,0
N1424,71311.625,40409.125,48,29,86731,47686,0,0
N844,123985.0,87063.125,76,48,134049,92031,0,0
N2870,87877.5,62774.25,53,35,88081,63891,0,0
N1390,144179.0,103119.625,83,62,153221,108188,0,0
N198,81722.25,56613.25,45,38,92609,58378,0,0
N2421,110958.0,79067.75,66,47,113336,80521,0,0
N2578,103369.75,73834.5,62,43,104954,75174,0,0
N2824,62073.25,42093.875,39,24,69196,48336,0,0
N2294,116459.0,82832.75,68,52,119409,84311,0,0
N2106,126990.25,90121.375,74,55,131651,92290,0,0
