Node(Unlabel),L1Score,L2Score,#1st nb L1,#1st nb L2,#2nd nb L1,#2nd nb L2,#3rd nb L1,#3rd nb L2
N263,0,138585.75,0,57,0,179121,0,0
N2184,0,154566.75,0,90,0,198295,0,0
N2103,0,138585.75,0,57,0,179121,0,0
N2636,0,47936.25,0,52,0,70976,0,0
N1504,0,138585.75,0,57,0,179121,0,0
N1443,0,138585.75,0,57,0,179121,0,0
N2160,0,138585.75,0,57,0,179121,0,0
N971,0,138585.75,0,57,0,179121,0,0
N652,0,154566.75,0,90,0,198295,0,0
N1436,0,138585.75,0,57,0,179121,0,0
N302,0,138585.75,0,57,0,179121,0,0
N1478,0,138585.75,0,57,0,179121,0,0
N43,0,47936.25,0,52,0,70976,0,0
N2776,0,138585.75,0,57,0,179121,0,0
N1874,0,138585.75,0,57,0,179121,0,0
N2284,0,138588.0,0,57,0,179121,0,0
N1186,0,47936.25,0,52,0,70976,0,0
N1309,0,138585.75,0,57,0,179121,0,0
N790,0,138585.75,0,57,0,179121,0,0
N1830,0,138585.75,0,57,0,179121,0,0
N1082,0,138585.75,0,57,0,179121,0,0
N1495,0,138585.75,0,57,0,179121,0,0
N2791,0,154566.75,0,90,0,198295,0,0
N1591,0,138585.75,0,57,0,179121,0,0
N2878,0,138585.75,0,57,0,179121,0,0
N775,0,138585.75,0,57,0,179121,0,0
N2915,0,138588.0,0,57,0,179121,0,0
N389,0,138585.75,0,57,0,179121,0,0
N2881,0,138585.75,0,57,0,179121,0,0
N517,0,138585.75,0,57,0,179121,0,0
N1360,0,138585.75,0,57,0,179121,0,0
N2966,0,138585.75,0,57,0,179121,0,0
N185,0,138585.75,0,57,0,179121,0,0
N1283,0,138585.75,0,57,0,179121,0,0
N2469,0,138585.75,0,57,0,179121,0,0
N1885,0,138585.75,0,57,0,179121,0,0
N1731,0,154566.75,0,90,0,198295,0,0
N201,0,138585.75,0,57,0,179121,0,0
N1681,0,138585.75,0,57,0,179121,0,0
N2912,0,154566.75,0,90,0,198295,0,0
N1462,0,138585.75,0,57,0,179121,0,0
N140,0,138585.75,0,57,0,179121,0,0
N597,0,138585.75,0,57,0,179121,0,0
N1024,0,138588.0,0,57,0,179121,0,0
N2728,0,138585.75,0,57,0,179121,0,0
N1645,0,154566.75,0,90,0,198295,0,0
N1889,0,47936.25,0,52,0,70976,0,0
N2946,0,138585.75,0,57,0,179121,0,0
N1995,0,138588.0,0,57,0,179121,0,0
N1883,0,138585.75,0,57,0,179121,0,0
N1892,0,138585.75,0,57,0,179121,0,0
N41,0,138585.75,0,57,0,179121,0,0
N166,0,138585.75,0,57,0,179121,0,0
N1301,0,138585.75,0,57,0,179121,0,0
N1533,0,47936.25,0,52,0,70976,0,0
N648,0,138585.75,0,57,0,179121,0,0
N3013,0,47936.25,0,52,0,70976,0,0
N2016,0,154566.75,0,90,0,198295,0,0
N2215,0,154570.0,0,90,0,198295,0,0
N657,0,47936.25,0,52,0,70976,0,0
N1412,0,154566.75,0,90,0,198295,0,0
N2338,0,138585.75,0,57,0,179121,0,0
N3051,0,138585.75,0,57,0,179121,0,0
N891,0,138585.75,0,57,0,179121,0,0
N2904,0,138585.75,0,57,0,179121,0,0
N506,0,138585.75,0,57,0,179121,0,0
N3039,0,138585.75,0,57,0,179121,0,0
N903,0,138585.75,0,57,0,179121,0,0
N378,0,47936.25,0,52,0,70976,0,0
N3089,0,138585.75,0,57,0,179121,0,0
N590,0,154566.75,0,90,0,198295,0,0
N969,0,154566.75,0,90,0,198295,0,0
N2396,0,138585.75,0,57,0,179121,0,0
N526,0,138585.75,0,57,0,179121,0,0
N1310,0,138585.75,0,57,0,179121,0,0
N631,0,138585.75,0,57,0,179121,0,0
N6,0,138585.75,0,57,0,179121,0,0
N607,0,47936.25,0,52,0,70976,0,0
N2280,0,138585.75,0,57,0,179121,0,0
N2071,0,47936.25,0,52,0,70976,0,0
N1340,0,138585.75,0,57,0,179121,0,0
N777,0,138585.75,0,57,0,179121,0,0
N1836,0,138585.75,0,57,0,179121,0,0
N3003,0,138585.75,0,57,0,179121,0,0
N2009,0,154566.75,0,90,0,198295,0,0
N2068,0,154566.75,0,90,0,198295,0,0
N2366,0,138585.75,0,57,0,179121,0,0
N270,0,47936.25,0,52,0,70976,0,0
N212,0,138585.75,0,57,0,179121,0,0
N2834,0,154566.75,0,90,0,198295,0,0
N958,0,47936.25,0,52,0,70976,0,0
N1057,0,138585.75,0,57,0,179121,0,0
N1002,0,138585.75,0,57,0,179121,0,0
N2964,0,138585.75,0,57,0,179121,0,0
N2060,0,138585.75,0,57,0,179121,0,0
N2983,0,138585.75,0,57,0,179121,0,0
N28,0,138585.75,0,57,0,179121,0,0
N1732,0,47936.25,0,52,0,70976,0,0
N2039,0,138585.75,0,57,0,179121,0,0
N3135,0,138585.75,0,57,0,179121,0,0
N3110,0,47936.25,0,52,0,70976,0,0
N2522,0,154566.75,0,90,0,198295,0,0
N1642,0,154566.75,0,90,0,198295,0,0
N274,0,138585.75,0,57,0,179121,0,0
N7,0,138585.75,0,57,0,179121,0,0
N1981,0,138585.75,0,57,0,179121,0,0
N2599,0,138585.75,0,57,0,179121,0,0
N887,0,138585.75,0,57,0,179121,0,0
N2132,0,47936.25,0,52,0,70976,0,0
N1181,0,138585.75,0,57,0,179121,0,0
N666,0,154570.0,0,90,0,198295,0,0
N1173,0,138585.75,0,57,0,179121,0,0
N193,0,138585.75,0,57,0,179121,0,0
N2696,0,138585.75,0,57,0,179121,0,0
N1386,0,154566.75,0,90,0,198295,0,0
N1441,0,47936.25,0,52,0,70976,0,0
N670,0,154566.75,0,90,0,198295,0,0
N2459,0,138585.75,0,57,0,179121,0,0
N2543,0,138585.75,0,57,0,179121,0,0
N3022,0,138585.75,0,57,0,179121,0,0
N2720,0,138585.75,0,57,0,179121,0,0
N2464,0,138585.75,0,57,0,179121,0,0
N905,0,138585.75,0,57,0,179121,0,0
N1004,0,138585.75,0,57,0,179121,0,0
N1728,0,138585.75,0,57,0,179121,0,0
N403,0,47936.25,0,52,0,70976,0,0
N1463,0,138585.75,0,57,0,179121,0,0
N803,0,138585.75,0,57,0,179121,0,0
N1126,0,47936.25,0,52,0,70976,0,0
N102,0,138585.75,0,57,0,179121,0,0
N1857,0,47936.25,0,52,0,70976,0,0
N1334,0,138585.75,0,57,0,179121,0,0
N538,0,138585.75,0,57,0,179121,0,0
N2343,0,154566.75,0,90,0,198295,0,0
N976,0,47936.25,0,52,0,70976,0,0
N2374,0,138585.75,0,57,0,179121,0,0
N163,0,154566.75,0,90,0,198295,0,0
N2167,0,138585.75,0,57,0,179121,0,0
N659,0,47936.25,0,52,0,70976,0,0
N2931,0,154566.75,0,90,0,198295,0,0
N310,0,154566.75,0,90,0,198295,0,0
N1753,0,138585.75,0,57,0,179121,0,0
N1143,0,138585.75,0,57,0,179121,0,0
N435,0,138585.75,0,57,0,179121,0,0
N1724,0,138585.75,0,57,0,179121,0,0
N2876,0,138585.75,0,57,0,179121,0,0
N365,0,138585.75,0,57,0,179121,0,0
N2734,0,138585.75,0,57,0,179121,0,0
N1818,0,154570.0,0,90,0,198295,0,0
N2029,0,138585.75,0,57,0,179121,0,0
N2218,0,138585.75,0,57,0,179121,0,0
N2407,0,138585.75,0,57,0,179121,0,0
N1990,0,154570.0,0,90,0,198295,0,0
N1236,0,47936.25,0,52,0,70976,0,0
N922,0,138585.75,0,57,0,179121,0,0
N2001,0,138585.75,0,57,0,179121,0,0
N1772,0,138585.75,0,57,0,179121,0,0
N2351,0,138585.75,0,57,0,179121,0,0
N1053,0,138585.75,0,57,0,179121,0,0
N1475,0,138585.75,0,57,0,179121,0,0
N852,0,154566.75,0,90,0,198295,0,0
N2125,0,154566.75,0,90,0,198295,0,0
N2316,0,138585.75,0,57,0,179121,0,0
N1448,0,138585.75,0,57,0,179121,0,0
N925,0,47936.25,0,52,0,70976,0,0
N319,0,154566.75,0,90,0,198295,0,0
N2032,0,154566.75,0,90,0,198295,0,0
N206,0,138585.75,0,57,0,179121,0,0
N671,0,138585.75,0,57,0,179121,0,0
N2898,0,138588.0,0,57,0,179121,0,0
N2507,0,138585.75,0,57,0,179121,0,0
N628,0,138585.75,0,57,0,179121,0,0
N1325,0,138585.75,0,57,0,179121,0,0
N2144,0,47936.25,0,52,0,70976,0,0
N2043,0,138585.75,0,57,0,179121,0,0
N2081,0,138585.75,0,57,0,179121,0,0
N551,0,138585.75,0,57,0,179121,0,0
N596,0,138585.75,0,57,0,179121,0,0
N2075,0,138585.75,0,57,0,179121,0,0
N1734,0,138585.75,0,57,0,179121,0,0
N1873,0,138585.75,0,57,0,179121,0,0
N1191,0,138585.75,0,57,0,179121,0,0
N60,0,138585.75,0,57,0,179121,0,0
N3081,0,138585.75,0,57,0,179121,0,0
N661,0,138585.75,0,57,0,179121,0,0
N3007,0,154570.0,0,90,0,198295,0,0
N1492,0,154566.75,0,90,0,198295,0,0
N2780,0,138585.75,0,57,0,179121,0,0
N1109,0,138585.75,0,57,0,179121,0,0
N2036,0,138585.75,0,57,0,179121,0,0
N2171,0,138585.75,0,57,0,179121,0,0
N1250,0,138585.75,0,57,0,179121,0,0
N264,0,138585.75,0,57,0,179121,0,0
N70,0,47936.25,0,52,0,70976,0,0
N820,0,138588.0,0,57,0,179121,0,0
N1038,0,154566.75,0,90,0,198295,0,0
N2882,0,138585.75,0,57,0,179121,0,0
N2640,0,47936.25,0,52,0,70976,0,0
N215,0,154566.75,0,90,0,198295,0,0
N1707,0,138585.75,0,57,0,179121,0,0
N884,0,138585.75,0,57,0,179121,0,0
N2109,0,138585.75,0,57,0,179121,0,0
N2753,0,154566.75,0,90,0,198295,0,0
N2090,0,138585.75,0,57,0,179121,0,0
N2782,0,138585.75,0,57,0,179121,0,0
N1099,0,138585.75,0,57,0,179121,0,0
N2079,0,154566.75,0,90,0,198295,0,0
N283,0,138588.0,0,57,0,179121,0,0
N721,0,138585.75,0,57,0,179121,0,0
N1096,0,138585.75,0,57,0,179121,0,0
N1437,0,138585.75,0,57,0,179121,0,0
N1175,0,154570.0,0,90,0,198295,0,0
N448,0,138585.75,0,57,0,179121,0,0
N890,0,138585.75,0,57,0,179121,0,0
N682,0,154566.75,0,90,0,198295,0,0
N482,0,154570.0,0,90,0,198295,0,0
N2317,0,138585.75,0,57,0,179121,0,0
N701,0,154566.75,0,90,0,198295,0,0
N1493,0,47936.25,0,52,0,70976,0,0
N615,0,47936.25,0,52,0,70976,0,0
N1588,0,138585.75,0,57,0,179121,0,0
N1695,0,138585.75,0,57,0,179121,0,0
N2561,0,138585.75,0,57,0,179121,0,0
N1335,0,138585.75,0,57,0,179121,0,0
N2631,0,154566.75,0,90,0,198295,0,0
N1538,0,138585.75,0,57,0,179121,0,0
N747,0,138585.75,0,57,0,179121,0,0
N1521,0,47936.25,0,52,0,70976,0,0
N1472,0,138585.75,0,57,0,179121,0,0
N2339,0,138585.75,0,57,0,179121,0,0
N2370,0,138588.0,0,57,0,179121,0,0
N2357,0,154566.75,0,90,0,198295,0,0
N649,0,138585.75,0,57,0,179121,0,0
N1043,0,138585.75,0,57,0,179121,0,0
N2994,0,138585.75,0,57,0,179121,0,0
N1822,0,138588.0,0,57,0,179121,0,0
N870,0,154566.75,0,90,0,198295,0,0
N279,0,138588.0,0,57,0,179121,0,0
N2657,0,138585.75,0,57,0,179121,0,0
N3067,0,138585.75,0,57,0,179121,0,0
N3116,0,47936.25,0,52,0,70976,0,0
N888,0,138585.75,0,57,0,179121,0,0
N2381,0,138585.75,0,57,0,179121,0,0
N2890,0,138585.75,0,57,0,179121,0,0
N1083,0,154566.75,0,90,0,198295,0,0
N2660,0,47936.25,0,52,0,70976,0,0
N2702,0,138585.75,0,57,0,179121,0,0
N1984,0,138585.75,0,57,0,179121,0,0
N2852,0,138585.75,0,57,0,179121,0,0
N1063,0,138585.75,0,57,0,179121,0,0
N460,0,138585.75,0,57,0,179121,0,0
N1866,0,138585.75,0,57,0,179121,0,0
N187,0,154566.75,0,90,0,198295,0,0
N1929,0,154566.75,0,90,0,198295,0,0
N2134,0,138585.75,0,57,0,179121,0,0
N447,0,138585.75,0,57,0,179121,0,0
N945,0,138585.75,0,57,0,179121,0,0
N1239,0,154566.75,0,90,0,198295,0,0
N3153,0,47936.25,0,52,0,70976,0,0
N1528,0,47936.25,0,52,0,70976,0,0
N923,0,138585.75,0,57,0,179121,0,0
N1045,0,138585.75,0,57,0,179121,0,0
N485,0,138585.75,0,57,0,179121,0,0
N3164,0,154566.75,0,90,0,198295,0,0
N2393,0,138585.75,0,57,0,179121,0,0
N366,0,138585.75,0,57,0,179121,0,0
N851,0,138585.75,0,57,0,179121,0,0
N3057,0,47936.25,0,52,0,70976,0,0
N2377,0,154566.75,0,90,0,198295,0,0
N1531,0,138585.75,0,57,0,179121,0,0
N1846,0,47936.25,0,52,0,70976,0,0
N1962,0,154566.75,0,90,0,198295,0,0
N434,0,138585.75,0,57,0,179121,0,0
N79,0,154566.75,0,90,0,198295,0,0
N2143,0,154566.75,0,90,0,198295,0,0
N2846,0,138585.75,0,57,0,179121,0,0
N1182,0,138585.75,0,57,0,179121,0,0
N1003,0,138585.75,0,57,0,179121,0,0
N2197,0,138585.75,0,57,0,179121,0,0
N1178,0,138585.75,0,57,0,179121,0,0
N401,0,138585.75,0,57,0,179121,0,0
N91,0,138585.75,0,57,0,179121,0,0
N1936,0,138585.75,0,57,0,179121,0,0
N2550,0,138585.75,0,57,0,179121,0,0
N2251,0,154566.75,0,90,0,198295,0,0
N406,0,154566.75,0,90,0,198295,0,0
N2293,0,47936.25,0,52,0,70976,0,0
N1798,0,138585.75,0,57,0,179121,0,0
N2797,0,138585.75,0,57,0,179121,0,0
N2508,0,138585.75,0,57,0,179121,0,0
N2165,0,154566.75,0,90,0,198295,0,0
N2976,0,47936.25,0,52,0,70976,0,0
N2743,0,154570.0,0,90,0,198295,0,0
N2242,0,138585.75,0,57,0,179121,0,0
N568,0,138585.75,0,57,0,179121,0,0
N2897,0,138585.75,0,57,0,179121,0,0
N2938,0,138585.75,0,57,0,179121,0,0
N1547,0,47936.25,0,52,0,70976,0,0
N402,0,154566.75,0,90,0,198295,0,0
N2255,0,154566.75,0,90,0,198295,0,0
N1816,0,154570.0,0,90,0,198295,0,0
N379,0,154566.75,0,90,0,198295,0,0
N2698,0,47940.0,0,52,0,70976,0,0
N3083,0,154566.75,0,90,0,198295,0,0
N1266,0,138585.75,0,57,0,179121,0,0
N1308,0,138585.75,0,57,0,179121,0,0
N2736,0,138585.75,0,57,0,179121,0,0
N1226,0,138585.75,0,57,0,179121,0,0
N2959,0,138585.75,0,57,0,179121,0,0
N483,0,138588.0,0,57,0,179121,0,0
N1445,0,47940.0,0,52,0,70976,0,0
N3179,0,47936.25,0,52,0,70976,0,0
N984,0,138585.75,0,57,0,179121,0,0
N908,0,154570.0,0,90,0,198295,0,0
N1479,0,138585.75,0,57,0,179121,0,0
N1566,0,138585.75,0,57,0,179121,0,0
N1371,0,154570.0,0,90,0,198295,0,0
N17,0,154570.0,0,90,0,198295,0,0
N1904,0,154566.75,0,90,0,198295,0,0
N2163,0,47936.25,0,52,0,70976,0,0
N611,0,138585.75,0,57,0,179121,0,0
N3074,0,138585.75,0,57,0,179121,0,0
N2019,0,47936.25,0,52,0,70976,0,0
N1470,0,138585.75,0,57,0,179121,0,0
N242,0,138585.75,0,57,0,179121,0,0
N487,0,138585.75,0,57,0,179121,0,0
N839,0,138585.75,0,57,0,179121,0,0
N983,0,138585.75,0,57,0,179121,0,0
N765,0,138585.75,0,57,0,179121,0,0
N2382,0,138585.75,0,57,0,179121,0,0
N931,0,138585.75,0,57,0,179121,0,0
N1108,0,138585.75,0,57,0,179121,0,0
N2534,0,154566.75,0,90,0,198295,0,0
N380,0,47936.25,0,52,0,70976,0,0
N1180,0,138585.75,0,57,0,179121,0,0
N2659,0,154566.75,0,90,0,198295,0,0
N1572,0,138585.75,0,57,0,179121,0,0
N422,0,138585.75,0,57,0,179121,0,0
N463,0,138585.75,0,57,0,179121,0,0
N2282,0,138585.75,0,57,0,179121,0,0
N949,0,138585.75,0,57,0,179121,0,0
N2544,0,138585.75,0,57,0,179121,0,0
N787,0,154566.75,0,90,0,198295,0,0
N2010,0,47936.25,0,52,0,70976,0,0
N92,0,154566.75,0,90,0,198295,0,0
N823,0,138585.75,0,57,0,179121,0,0
N1709,0,138585.75,0,57,0,179121,0,0
N882,0,138585.75,0,57,0,179121,0,0
N1804,0,138585.75,0,57,0,179121,0,0
N8,0,138585.75,0,57,0,179121,0,0
N1921,0,138585.75,0,57,0,179121,0,0
N2225,0,138585.75,0,57,0,179121,0,0
N1264,0,138585.75,0,57,0,179121,0,0
N238,0,138585.75,0,57,0,179121,0,0
N1828,0,154566.75,0,90,0,198295,0,0
N606,0,138585.75,0,57,0,179121,0,0
N427,0,138585.75,0,57,0,179121,0,0
N2656,0,47936.25,0,52,0,70976,0,0
N2098,0,138585.75,0,57,0,179121,0,0
N501,0,138585.75,0,57,0,179121,0,0
N783,0,138585.75,0,57,0,179121,0,0
N1972,0,154566.75,0,90,0,198295,0,0
N2629,0,154566.75,0,90,0,198295,0,0
N2515,0,154570.0,0,90,0,198295,0,0
N1803,0,138585.75,0,57,0,179121,0,0
N186,0,138585.75,0,57,0,179121,0,0
N488,0,138585.75,0,57,0,179121,0,0
N2495,0,154566.75,0,90,0,198295,0,0
N1323,0,138585.75,0,57,0,179121,0,0
N1089,0,47936.25,0,52,0,70976,0,0
N1486,0,138588.0,0,57,0,179121,0,0
N2421,0,138585.75,0,57,0,179121,0,0
N654,0,138585.75,0,57,0,179121,0,0
N2634,0,154566.75,0,90,0,198295,0,0
N2180,0,138585.75,0,57,0,179121,0,0
N139,0,138585.75,0,57,0,179121,0,0
N1242,0,154566.75,0,90,0,198295,0,0
N508,0,138585.75,0,57,0,179121,0,0
N862,0,138585.75,0,57,0,179121,0,0
N985,0,138585.75,0,57,0,179121,0,0
N3059,0,138585.75,0,57,0,179121,0,0
N1720,0,138585.75,0,57,0,179121,0,0
N691,0,154566.75,0,90,0,198295,0,0
N2309,0,138585.75,0,57,0,179121,0,0
N2844,0,138585.75,0,57,0,179121,0,0
N2410,0,154566.75,0,90,0,198295,0,0
N522,0,47936.25,0,52,0,70976,0,0
N209,0,138588.0,0,57,0,179121,0,0
N608,0,138588.0,0,57,0,179121,0,0
N425,0,154566.75,0,90,0,198295,0,0
N1113,0,138585.75,0,57,0,179121,0,0
N2518,0,138588.0,0,57,0,179121,0,0
N2187,0,138585.75,0,57,0,179121,0,0
N2365,0,138585.75,0,57,0,179121,0,0
N2900,0,138585.75,0,57,0,179121,0,0
N1640,0,138585.75,0,57,0,179121,0,0
N1240,0,138585.75,0,57,0,179121,0,0
N3119,0,154566.75,0,90,0,198295,0,0
N1055,0,138585.75,0,57,0,179121,0,0
N2303,0,138585.75,0,57,0,179121,0,0
N383,0,138585.75,0,57,0,179121,0,0
N1747,0,138585.75,0,57,0,179121,0,0
N2655,0,47936.25,0,52,0,70976,0,0
N2803,0,138585.75,0,57,0,179121,0,0
N2015,0,138588.0,0,57,0,179121,0,0
N1854,0,47936.25,0,52,0,70976,0,0
N3068,0,138585.75,0,57,0,179121,0,0
N2405,0,138585.75,0,57,0,179121,0,0
N2154,0,138585.75,0,57,0,179121,0,0
N3060,0,138588.0,0,57,0,179121,0,0
N2749,0,138585.75,0,57,0,179121,0,0
N847,0,154566.75,0,90,0,198295,0,0
N286,0,138585.75,0,57,0,179121,0,0
N2040,0,154566.75,0,90,0,198295,0,0
N1679,0,138585.75,0,57,0,179121,0,0
N3027,0,154570.0,0,90,0,198295,0,0
N834,0,138585.75,0,57,0,179121,0,0
N1623,0,138585.75,0,57,0,179121,0,0
N2452,0,138585.75,0,57,0,179121,0,0
N2513,0,138585.75,0,57,0,179121,0,0
N911,0,138585.75,0,57,0,179121,0,0
N1829,0,138585.75,0,57,0,179121,0,0
N399,0,138585.75,0,57,0,179121,0,0
N1190,0,47936.25,0,52,0,70976,0,0
N1339,0,138585.75,0,57,0,179121,0,0
N3088,0,138585.75,0,57,0,179121,0,0
N2685,0,154566.75,0,90,0,198295,0,0
N1992,0,47936.25,0,52,0,70976,0,0
N154,0,138585.75,0,57,0,179121,0,0
N3018,0,154566.75,0,90,0,198295,0,0
N3149,0,138585.75,0,57,0,179121,0,0
N2986,0,138585.75,0,57,0,179121,0,0
N2908,0,138585.75,0,57,0,179121,0,0
N149,0,138585.75,0,57,0,179121,0,0
N2360,0,138585.75,0,57,0,179121,0,0
N2933,0,138585.75,0,57,0,179121,0,0
N367,0,138585.75,0,57,0,179121,0,0
N1176,0,47940.0,0,52,0,70976,0,0
N3037,0,138585.75,0,57,0,179121,0,0
N2940,0,154566.75,0,90,0,198295,0,0
N2217,0,138585.75,0,57,0,179121,0,0
N2993,0,138585.75,0,57,0,179121,0,0
N300,0,138585.75,0,57,0,179121,0,0
N1019,0,138585.75,0,57,0,179121,0,0
N1858,0,138585.75,0,57,0,179121,0,0
N1856,0,154566.75,0,90,0,198295,0,0
N2292,0,154566.75,0,90,0,198295,0,0
N1481,0,138585.75,0,57,0,179121,0,0
N2906,0,138585.75,0,57,0,179121,0,0
N1273,0,138585.75,0,57,0,179121,0,0
N1974,0,138588.0,0,57,0,179121,0,0
N2864,0,47936.25,0,52,0,70976,0,0
N913,0,138585.75,0,57,0,179121,0,0
N24,0,138585.75,0,57,0,179121,0,0
N542,0,138585.75,0,57,0,179121,0,0
N3001,0,47936.25,0,52,0,70976,0,0
N2348,0,138585.75,0,57,0,179121,0,0
N768,0,138585.75,0,57,0,179121,0,0
N2923,0,138585.75,0,57,0,179121,0,0
N95,0,138585.75,0,57,0,179121,0,0
N2884,0,138585.75,0,57,0,179121,0,0
N619,0,47936.25,0,52,0,70976,0,0
N1971,0,138585.75,0,57,0,179121,0,0
N574,0,138585.75,0,57,0,179121,0,0
N2322,0,138585.75,0,57,0,179121,0,0
