Node(Unlabel),L1Score,L2Score,#1st nb L1,#1st nb L2,#2nd nb L1,#2nd nb L2,#3rd nb L1,#3rd nb L2
N1857,0,523780.625,0,573,0,1158593,0,0
N2860,0,523756.75,0,573,0,1158593,0,0
N49,0,398709.625,0,421,0,916312,0,0
N2883,0,398680.875,0,421,0,916312,0,0
N1306,0,241174.625,0,203,0,611191,0,0
N2178,0,398680.875,0,421,0,916312,0,0
N2869,0,398704.125,0,421,0,916312,0,0
N1268,0,241174.625,0,203,0,611191,0,0
N3005,0,398680.875,0,421,0,916312,0,0
N1926,0,241174.625,0,203,0,611191,0,0
N1178,0,241174.625,0,203,0,611191,0,0
N1886,0,398704.125,0,421,0,916312,0,0
N2319,0,241174.625,0,203,0,611191,0,0
N1960,0,241193.125,0,203,0,611191,0,0
N1027,0,241193.125,0,203,0,611191,0,0
N2507,0,241174.625,0,203,0,611191,0,0
N620,0,398704.125,0,421,0,916312,0,0
N1759,0,523780.625,0,573,0,1158593,0,0
N2153,0,398680.875,0,421,0,916312,0,0
N916,0,241176.875,0,203,0,611191,0,0
N2759,0,398704.125,0,421,0,916312,0,0
N1400,0,398704.125,0,421,0,916312,0,0
N2447,0,398680.875,0,421,0,916312,0,0
N96,0,398704.125,0,421,0,916312,0,0
N2000,0,398680.875,0,421,0,916312,0,0
N651,0,398680.875,0,421,0,916312,0,0
N2595,0,398680.875,0,421,0,916312,0,0
N1805,0,241174.625,0,203,0,611191,0,0
N1662,0,398680.875,0,421,0,916312,0,0
N715,0,398704.125,0,421,0,916312,0,0
N598,0,241174.625,0,203,0,611191,0,0
N2769,0,523756.75,0,573,0,1158593,0,0
N1494,0,523780.625,0,573,0,1158593,0,0
N1979,0,398680.875,0,421,0,916312,0,0
N1330,0,398704.125,0,421,0,916312,0,0
N787,0,398680.875,0,421,0,916312,0,0
N1495,0,523780.625,0,573,0,1158593,0,0
N585,0,241174.625,0,203,0,611191,0,0
N1981,0,523785.625,0,573,0,1158593,0,0
N838,0,241193.125,0,203,0,611191,0,0
N1242,0,241195.125,0,203,0,611191,0,0
N1787,0,241193.125,0,203,0,611191,0,0
N972,0,523785.125,0,573,0,1158593,0,0
N2360,0,398680.875,0,421,0,916312,0,0
N1998,0,398680.875,0,421,0,916312,0,0
N1123,0,523780.625,0,573,0,1158593,0,0
N1781,0,241176.625,0,203,0,611191,0,0
N1012,0,398687.125,0,421,0,916312,0,0
N2242,0,241193.125,0,203,0,611191,0,0
N1439,0,241193.125,0,203,0,611191,0,0
N1136,0,398704.125,0,421,0,916312,0,0
N168,0,523756.75,0,573,0,1158593,0,0
N560,0,398680.875,0,421,0,916312,0,0
N1051,0,523780.625,0,573,0,1158593,0,0
N1843,0,398680.875,0,421,0,916312,0,0
N1986,0,523785.625,0,573,0,1158593,0,0
N3087,0,241174.625,0,203,0,611191,0,0
N2401,0,241193.125,0,203,0,611191,0,0
N1515,0,398704.125,0,421,0,916312,0,0
N2054,0,241174.625,0,203,0,611191,0,0
N2165,0,398709.625,0,421,0,916312,0,0
N286,0,241193.125,0,203,0,611191,0,0
N2571,0,398704.125,0,421,0,916312,0,0
N2943,0,241174.625,0,203,0,611191,0,0
N51,0,398704.125,0,421,0,916312,0,0
N1446,0,398680.875,0,421,0,916312,0,0
N1245,0,241193.125,0,203,0,611191,0,0
N1544,0,398680.875,0,421,0,916312,0,0
N869,0,398680.875,0,421,0,916312,0,0
N2896,0,241174.625,0,203,0,611191,0,0
N2163,0,398704.125,0,421,0,916312,0,0
N3008,0,241176.625,0,203,0,611191,0,0
N3026,0,398680.875,0,421,0,916312,0,0
N2148,0,241176.625,0,203,0,611191,0,0
N78,0,523785.125,0,573,0,1158593,0,0
N2235,0,241174.625,0,203,0,611191,0,0
N2470,0,523756.75,0,573,0,1158593,0,0
N839,0,241193.125,0,203,0,611191,0,0
N1677,0,241193.125,0,203,0,611191,0,0
N945,0,523785.125,0,573,0,1158593,0,0
N1610,0,523780.625,0,573,0,1158593,0,0
N812,0,398680.875,0,421,0,916312,0,0
N1930,0,241174.625,0,203,0,611191,0,0
N2066,0,523780.625,0,573,0,1158593,0,0
N1670,0,523780.625,0,573,0,1158593,0,0
N95,0,398704.125,0,421,0,916312,0,0
N1961,0,241195.125,0,203,0,611191,0,0
N1892,0,398680.875,0,421,0,916312,0,0
N2156,0,398680.875,0,421,0,916312,0,0
N16,0,241176.875,0,203,0,611191,0,0
N731,0,398680.875,0,421,0,916312,0,0
N26,0,241193.125,0,203,0,611191,0,0
N2383,0,523780.625,0,573,0,1158593,0,0
N276,0,241174.625,0,203,0,611191,0,0
N541,0,241174.625,0,203,0,611191,0,0
N40,0,241195.125,0,203,0,611191,0,0
N2597,0,398704.125,0,421,0,916312,0,0
N2248,0,523780.625,0,573,0,1158593,0,0
N1533,0,398680.875,0,421,0,916312,0,0
N2070,0,523756.75,0,573,0,1158593,0,0
N2724,0,398704.125,0,421,0,916312,0,0
N1362,0,241174.625,0,203,0,611191,0,0
N2900,0,398680.875,0,421,0,916312,0,0
N1995,0,241174.625,0,203,0,611191,0,0
N2672,0,241174.625,0,203,0,611191,0,0
N2459,0,241176.875,0,203,0,611191,0,0
N2684,0,398680.875,0,421,0,916312,0,0
N1579,0,241174.625,0,203,0,611191,0,0
N447,0,398704.125,0,421,0,916312,0,0
N2198,0,398680.875,0,421,0,916312,0,0
N2760,0,523785.125,0,573,0,1158593,0,0
N872,0,398704.125,0,421,0,916312,0,0
N936,0,398680.875,0,421,0,916312,0,0
N2267,0,523785.125,0,573,0,1158593,0,0
N419,0,241176.625,0,203,0,611191,0,0
N2569,0,398704.125,0,421,0,916312,0,0
N2752,0,398680.875,0,421,0,916312,0,0
N1485,0,398680.875,0,421,0,916312,0,0
N2838,0,241174.625,0,203,0,611191,0,0
N1026,0,241195.125,0,203,0,611191,0,0
N270,0,398680.875,0,421,0,916312,0,0
N383,0,523780.625,0,573,0,1158593,0,0
N511,0,398704.125,0,421,0,916312,0,0
N568,0,241174.625,0,203,0,611191,0,0
N918,0,241174.625,0,203,0,611191,0,0
N3031,0,398680.875,0,421,0,916312,0,0
N1183,0,241174.625,0,203,0,611191,0,0
N845,0,398709.625,0,421,0,916312,0,0
N1262,0,241195.125,0,203,0,611191,0,0
N2327,0,241193.125,0,203,0,611191,0,0
N1252,0,241174.625,0,203,0,611191,0,0
N1351,0,523780.625,0,573,0,1158593,0,0
N298,0,241193.125,0,203,0,611191,0,0
N465,0,523785.125,0,573,0,1158593,0,0
N2778,0,241174.625,0,203,0,611191,0,0
N995,0,398704.125,0,421,0,916312,0,0
N1772,0,241174.625,0,203,0,611191,0,0
N1705,0,241174.625,0,203,0,611191,0,0
N2967,0,398680.875,0,421,0,916312,0,0
N1837,0,241193.125,0,203,0,611191,0,0
N1897,0,241193.125,0,203,0,611191,0,0
N999,0,398704.125,0,421,0,916312,0,0
N1780,0,241174.625,0,203,0,611191,0,0
N2466,0,523756.75,0,573,0,1158593,0,0
N1969,0,398704.125,0,421,0,916312,0,0
N2800,0,398709.625,0,421,0,916312,0,0
N2993,0,523761.25,0,573,0,1158593,0,0
N2542,0,398680.875,0,421,0,916312,0,0
N1144,0,241193.125,0,203,0,611191,0,0
N722,0,398680.875,0,421,0,916312,0,0
N50,0,523780.625,0,573,0,1158593,0,0
N19,0,398704.125,0,421,0,916312,0,0
N816,0,398709.625,0,421,0,916312,0,0
N1241,0,241193.125,0,203,0,611191,0,0
N2635,0,398709.625,0,421,0,916312,0,0
N1473,0,398704.125,0,421,0,916312,0,0
N356,0,241174.625,0,203,0,611191,0,0
N2344,0,241193.125,0,203,0,611191,0,0
N1062,0,398680.875,0,421,0,916312,0,0
N2397,0,241174.625,0,203,0,611191,0,0
N2058,0,523756.75,0,573,0,1158593,0,0
N2727,0,398680.875,0,421,0,916312,0,0
N2642,0,241174.625,0,203,0,611191,0,0
N1970,0,523785.125,0,573,0,1158593,0,0
N2033,0,398680.875,0,421,0,916312,0,0
N1956,0,241174.625,0,203,0,611191,0,0
N1683,0,398680.875,0,421,0,916312,0,0
N2228,0,523756.75,0,573,0,1158593,0,0
N828,0,398704.125,0,421,0,916312,0,0
N445,0,398704.125,0,421,0,916312,0,0
N522,0,523780.625,0,573,0,1158593,0,0
N1555,0,241193.125,0,203,0,611191,0,0
N1985,0,398715.875,0,421,0,916312,0,0
N224,0,523780.625,0,573,0,1158593,0,0
N347,0,398680.875,0,421,0,916312,0,0
N259,0,398710.375,0,421,0,916312,0,0
N2717,0,398680.875,0,421,0,916312,0,0
N3103,0,398710.75,0,421,0,916312,0,0
N2572,0,398704.125,0,421,0,916312,0,0
N2666,0,523761.75,0,573,0,1158593,0,0
N1535,0,398686.375,0,421,0,916312,0,0
N1428,0,523756.75,0,573,0,1158593,0,0
N73,0,241174.625,0,203,0,611191,0,0
N1851,0,241193.125,0,203,0,611191,0,0
N2622,0,523756.75,0,573,0,1158593,0,0
N3127,0,523756.75,0,573,0,1158593,0,0
N649,0,398680.875,0,421,0,916312,0,0
N1964,0,241193.125,0,203,0,611191,0,0
N1558,0,241195.375,0,203,0,611191,0,0
N2686,0,523756.75,0,573,0,1158593,0,0
N1813,0,398704.125,0,421,0,916312,0,0
N1878,0,398704.125,0,421,0,916312,0,0
N1866,0,241174.625,0,203,0,611191,0,0
N2513,0,523756.75,0,573,0,1158593,0,0
N1001,0,398680.875,0,421,0,916312,0,0
N2195,0,241174.625,0,203,0,611191,0,0
N879,0,398704.125,0,421,0,916312,0,0
N2781,0,241174.625,0,203,0,611191,0,0
N1826,0,523780.625,0,573,0,1158593,0,0
N2564,0,241174.625,0,203,0,611191,0,0
N2924,0,398704.125,0,421,0,916312,0,0
N799,0,398680.875,0,421,0,916312,0,0
N2755,0,241174.625,0,203,0,611191,0,0
N2366,0,398680.875,0,421,0,916312,0,0
N2505,0,241174.625,0,203,0,611191,0,0
N227,0,523785.125,0,573,0,1158593,0,0
N1615,0,398704.125,0,421,0,916312,0,0
N2184,0,398680.875,0,421,0,916312,0,0
N3056,0,241174.625,0,203,0,611191,0,0
N2042,0,241195.125,0,203,0,611191,0,0
N1137,0,523785.125,0,573,0,1158593,0,0
N878,0,241174.625,0,203,0,611191,0,0
N1387,0,241174.625,0,203,0,611191,0,0
N935,0,523756.75,0,573,0,1158593,0,0
N2358,0,241174.625,0,203,0,611191,0,0
N704,0,398704.125,0,421,0,916312,0,0
N2912,0,241174.625,0,203,0,611191,0,0
N1321,0,241193.125,0,203,0,611191,0,0
N1423,0,398704.125,0,421,0,916312,0,0
N2088,0,398704.125,0,421,0,916312,0,0
N2469,0,398680.875,0,421,0,916312,0,0
N624,0,523780.625,0,573,0,1158593,0,0
N89,0,241174.625,0,203,0,611191,0,0
N2407,0,241193.125,0,203,0,611191,0,0
N1208,0,523761.25,0,573,0,1158593,0,0
N188,0,398680.875,0,421,0,916312,0,0
N1740,0,241174.625,0,203,0,611191,0,0
N505,0,241193.125,0,203,0,611191,0,0
N466,0,398680.875,0,421,0,916312,0,0
N909,0,398704.125,0,421,0,916312,0,0
N991,0,523780.625,0,573,0,1158593,0,0
N305,0,241176.625,0,203,0,611191,0,0
N1841,0,398680.875,0,421,0,916312,0,0
N1180,0,241195.25,0,203,0,611191,0,0
N1426,0,398680.875,0,421,0,916312,0,0
N3130,0,523780.625,0,573,0,1158593,0,0
N2373,0,241193.125,0,203,0,611191,0,0
N32,0,241174.625,0,203,0,611191,0,0
N1179,0,241193.125,0,203,0,611191,0,0
N2620,0,398680.875,0,421,0,916312,0,0
N1095,0,241174.625,0,203,0,611191,0,0
N220,0,241174.625,0,203,0,611191,0,0
N2452,0,398680.875,0,421,0,916312,0,0
N2451,0,398680.875,0,421,0,916312,0,0
N2613,0,523761.25,0,573,0,1158593,0,0
N1468,0,241174.625,0,203,0,611191,0,0
N836,0,241174.625,0,203,0,611191,0,0
N82,0,398680.875,0,421,0,916312,0,0
N2986,0,398680.875,0,421,0,916312,0,0
N60,0,241174.625,0,203,0,611191,0,0
N3060,0,398680.875,0,421,0,916312,0,0
N1611,0,241193.125,0,203,0,611191,0,0
N1007,0,523756.75,0,573,0,1158593,0,0
N1913,0,241174.625,0,203,0,611191,0,0
N1459,0,398680.875,0,421,0,916312,0,0
N368,0,398680.875,0,421,0,916312,0,0
N557,0,523756.75,0,573,0,1158593,0,0
N1203,0,241193.125,0,203,0,611191,0,0
N761,0,241176.625,0,203,0,611191,0,0
N39,0,241193.125,0,203,0,611191,0,0
N1908,0,241174.625,0,203,0,611191,0,0
N2278,0,241193.125,0,203,0,611191,0,0
N810,0,523756.75,0,573,0,1158593,0,0
N2609,0,241174.625,0,203,0,611191,0,0
N1590,0,523756.75,0,573,0,1158593,0,0
N404,0,398704.125,0,421,0,916312,0,0
N3065,0,398704.125,0,421,0,916312,0,0
N3101,0,398704.125,0,421,0,916312,0,0
N1296,0,398680.875,0,421,0,916312,0,0
N1126,0,241174.625,0,203,0,611191,0,0
N278,0,398704.125,0,421,0,916312,0,0
N2217,0,398680.875,0,421,0,916312,0,0
N1086,0,241193.125,0,203,0,611191,0,0
N301,0,523756.75,0,573,0,1158593,0,0
N2032,0,523756.75,0,573,0,1158593,0,0
N2031,0,241174.625,0,203,0,611191,0,0
N2525,0,241193.125,0,203,0,611191,0,0
N2794,0,241193.125,0,203,0,611191,0,0
N2041,0,241193.125,0,203,0,611191,0,0
N1762,0,398680.875,0,421,0,916312,0,0
N2630,0,398680.875,0,421,0,916312,0,0
N2599,0,398704.125,0,421,0,916312,0,0
N1105,0,398709.625,0,421,0,916312,0,0
N1230,0,523756.75,0,573,0,1158593,0,0
N2608,0,241174.625,0,203,0,611191,0,0
N2742,0,398680.875,0,421,0,916312,0,0
N928,0,241174.625,0,203,0,611191,0,0
N2675,0,241174.625,0,203,0,611191,0,0
N2842,0,398680.875,0,421,0,916312,0,0
N760,0,241174.625,0,203,0,611191,0,0
N1891,0,523756.75,0,573,0,1158593,0,0
N349,0,398704.125,0,421,0,916312,0,0
N2258,0,398704.125,0,421,0,916312,0,0
N1879,0,398704.125,0,421,0,916312,0,0
N1959,0,241193.125,0,203,0,611191,0,0
N857,0,398704.125,0,421,0,916312,0,0
N2261,0,241193.125,0,203,0,611191,0,0
N2266,0,398704.125,0,421,0,916312,0,0
N1990,0,241174.625,0,203,0,611191,0,0
N24,0,398680.875,0,421,0,916312,0,0
N2559,0,241174.625,0,203,0,611191,0,0
N1915,0,241193.125,0,203,0,611191,0,0
N2081,0,398680.875,0,421,0,916312,0,0
N2273,0,398680.875,0,421,0,916312,0,0
N42,0,398680.875,0,421,0,916312,0,0
N2030,0,241174.625,0,203,0,611191,0,0
N2283,0,398680.875,0,421,0,916312,0,0
N88,0,241193.125,0,203,0,611191,0,0
N739,0,241174.625,0,203,0,611191,0,0
N2059,0,398680.875,0,421,0,916312,0,0
N2999,0,398680.875,0,421,0,916312,0,0
N48,0,523785.125,0,573,0,1158593,0,0
N75,0,398704.125,0,421,0,916312,0,0
N45,0,523780.625,0,573,0,1158593,0,0
N1888,0,241174.625,0,203,0,611191,0,0
N1135,0,398704.125,0,421,0,916312,0,0
N2957,0,241174.625,0,203,0,611191,0,0
N2186,0,398680.875,0,421,0,916312,0,0
N939,0,241193.125,0,203,0,611191,0,0
N1367,0,241193.125,0,203,0,611191,0,0
N1912,0,241193.125,0,203,0,611191,0,0
N2427,0,398704.125,0,421,0,916312,0,0
N3011,0,241174.625,0,203,0,611191,0,0
N667,0,241193.125,0,203,0,611191,0,0
N2826,0,241174.625,0,203,0,611191,0,0
N616,0,241174.625,0,203,0,611191,0,0
N110,0,241193.125,0,203,0,611191,0,0
N566,0,241195.125,0,203,0,611191,0,0
N2237,0,241174.625,0,203,0,611191,0,0
N1809,0,523756.75,0,573,0,1158593,0,0
N2320,0,241174.625,0,203,0,611191,0,0
N105,0,241174.625,0,203,0,611191,0,0
N130,0,241174.625,0,203,0,611191,0,0
N750,0,523780.625,0,573,0,1158593,0,0
N2554,0,241174.625,0,203,0,611191,0,0
N155,0,241174.625,0,203,0,611191,0,0
N3016,0,398704.125,0,421,0,916312,0,0
N1933,0,398680.875,0,421,0,916312,0,0
N782,0,241174.625,0,203,0,611191,0,0
N2977,0,523756.75,0,573,0,1158593,0,0
N281,0,398710.75,0,421,0,916312,0,0
N867,0,398680.875,0,421,0,916312,0,0
N2292,0,523780.625,0,573,0,1158593,0,0
N1965,0,241195.375,0,203,0,611191,0,0
N656,0,398680.875,0,421,0,916312,0,0
N984,0,241193.125,0,203,0,611191,0,0
N1213,0,241174.625,0,203,0,611191,0,0
N2771,0,523756.75,0,573,0,1158593,0,0
N819,0,398704.125,0,421,0,916312,0,0
N2131,0,241193.125,0,203,0,611191,0,0
N2072,0,523756.75,0,573,0,1158593,0,0
N634,0,241174.625,0,203,0,611191,0,0
N990,0,241174.625,0,203,0,611191,0,0
N176,0,523780.625,0,573,0,1158593,0,0
N989,0,241174.625,0,203,0,611191,0,0
N2910,0,241174.625,0,203,0,611191,0,0
N549,0,241176.875,0,203,0,611191,0,0
N1239,0,241195.125,0,203,0,611191,0,0
N2305,0,241174.625,0,203,0,611191,0,0
N1583,0,241174.625,0,203,0,611191,0,0
N2025,0,398704.125,0,421,0,916312,0,0
N1479,0,398704.125,0,421,0,916312,0,0
N1883,0,523756.75,0,573,0,1158593,0,0
N1692,0,398704.125,0,421,0,916312,0,0
N1642,0,398680.875,0,421,0,916312,0,0
N2351,0,398704.125,0,421,0,916312,0,0
N317,0,241174.625,0,203,0,611191,0,0
N2906,0,241193.125,0,203,0,611191,0,0
N582,0,241193.125,0,203,0,611191,0,0
N2840,0,398680.875,0,421,0,916312,0,0
N1622,0,523780.625,0,573,0,1158593,0,0
N1828,0,398704.125,0,421,0,916312,0,0
N1725,0,241174.625,0,203,0,611191,0,0
N1648,0,398680.875,0,421,0,916312,0,0
N1015,0,398680.875,0,421,0,916312,0,0
N3046,0,523780.625,0,573,0,1158593,0,0
N2180,0,523756.75,0,573,0,1158593,0,0
N2888,0,398680.875,0,421,0,916312,0,0
N2682,0,241174.625,0,203,0,611191,0,0
N1487,0,241193.125,0,203,0,611191,0,0
N2832,0,398680.875,0,421,0,916312,0,0
N712,0,398680.875,0,421,0,916312,0,0
N101,0,398680.875,0,421,0,916312,0,0
N1386,0,241193.125,0,203,0,611191,0,0
N1249,0,241193.125,0,203,0,611191,0,0
N2474,0,241174.625,0,203,0,611191,0,0
N1391,0,398704.125,0,421,0,916312,0,0
N518,0,241174.625,0,203,0,611191,0,0
N2230,0,523761.25,0,573,0,1158593,0,0
N581,0,241193.125,0,203,0,611191,0,0
N293,0,398709.625,0,421,0,916312,0,0
N2400,0,241174.625,0,203,0,611191,0,0
N1700,0,241193.125,0,203,0,611191,0,0
N3034,0,523780.625,0,573,0,1158593,0,0
N1825,0,241174.625,0,203,0,611191,0,0
N2862,0,241193.125,0,203,0,611191,0,0
N2149,0,241174.625,0,203,0,611191,0,0
N2121,0,241174.625,0,203,0,611191,0,0
N952,0,241195.125,0,203,0,611191,0,0
N1929,0,241174.625,0,203,0,611191,0,0
N1176,0,398680.875,0,421,0,916312,0,0
N2887,0,523756.75,0,573,0,1158593,0,0
N2405,0,241195.125,0,203,0,611191,0,0
N1948,0,523780.625,0,573,0,1158593,0,0
N2418,0,241195.125,0,203,0,611191,0,0
N827,0,398680.875,0,421,0,916312,0,0
N12,0,241174.625,0,203,0,611191,0,0
N2256,0,398687.125,0,421,0,916312,0,0
N1364,0,241193.125,0,203,0,611191,0,0
N1499,0,523780.625,0,573,0,1158593,0,0
N2640,0,398686.375,0,421,0,916312,0,0
N2101,0,241193.125,0,203,0,611191,0,0
N1103,0,398704.125,0,421,0,916312,0,0
N87,0,241195.125,0,203,0,611191,0,0
N951,0,241193.125,0,203,0,611191,0,0
N2265,0,523780.625,0,573,0,1158593,0,0
N623,0,523780.625,0,573,0,1158593,0,0
N2027,0,523780.625,0,573,0,1158593,0,0
N63,0,398680.875,0,421,0,916312,0,0
N2902,0,241193.125,0,203,0,611191,0,0
N1931,0,398687.125,0,421,0,916312,0,0
N2591,0,523756.75,0,573,0,1158593,0,0
N91,0,241174.625,0,203,0,611191,0,0
N2991,0,523756.75,0,573,0,1158593,0,0
N1921,0,523756.75,0,573,0,1158593,0,0
N1910,0,241174.625,0,203,0,611191,0,0
N2820,0,241174.625,0,203,0,611191,0,0
N197,0,523780.625,0,573,0,1158593,0,0
N2945,0,241174.625,0,203,0,611191,0,0
N300,0,398680.875,0,421,0,916312,0,0
N387,0,241174.625,0,203,0,611191,0,0
N2104,0,241174.625,0,203,0,611191,0,0
N211,0,398704.125,0,421,0,916312,0,0
N2577,0,523780.625,0,573,0,1158593,0,0
N2457,0,523756.75,0,573,0,1158593,0,0
N2777,0,241174.625,0,203,0,611191,0,0
N1790,0,241174.625,0,203,0,611191,0,0
N1797,0,398704.125,0,421,0,916312,0,0
N2886,0,241174.625,0,203,0,611191,0,0
N3117,0,241174.625,0,203,0,611191,0,0
N843,0,398704.125,0,421,0,916312,0,0
N1756,0,398704.125,0,421,0,916312,0,0
N931,0,398680.875,0,421,0,916312,0,0
N1429,0,398680.875,0,421,0,916312,0,0
N1050,0,523780.625,0,573,0,1158593,0,0
N1900,0,241176.625,0,203,0,611191,0,0
N891,0,241174.625,0,203,0,611191,0,0
N982,0,241193.125,0,203,0,611191,0,0
N384,0,398704.125,0,421,0,916312,0,0
N1406,0,241174.625,0,203,0,611191,0,0
N2185,0,398680.875,0,421,0,916312,0,0
N678,0,241174.625,0,203,0,611191,0,0
N1697,0,398704.125,0,421,0,916312,0,0
N2660,0,241176.875,0,203,0,611191,0,0
N1744,0,523756.75,0,573,0,1158593,0,0
N2866,0,523780.625,0,573,0,1158593,0,0
N1726,0,241174.625,0,203,0,611191,0,0
N3085,0,398680.875,0,421,0,916312,0,0
N811,0,398680.875,0,421,0,916312,0,0
N2740,0,241174.625,0,203,0,611191,0,0
N181,0,523780.625,0,573,0,1158593,0,0
N1240,0,241193.125,0,203,0,611191,0,0
N1751,0,523780.625,0,573,0,1158593,0,0
N274,0,523756.75,0,573,0,1158593,0,0
N3051,0,241174.625,0,203,0,611191,0,0
N2488,0,523785.875,0,573,0,1158593,0,0
N473,0,241193.125,0,203,0,611191,0,0
N1057,0,398704.125,0,421,0,916312,0,0
N221,0,241174.625,0,203,0,611191,0,0
N886,0,398704.125,0,421,0,916312,0,0
N1430,0,241174.625,0,203,0,611191,0,0
N2763,0,398680.875,0,421,0,916312,0,0
N1486,0,398680.875,0,421,0,916312,0,0
N435,0,398704.125,0,421,0,916312,0,0
N1727,0,241174.625,0,203,0,611191,0,0
N437,0,398704.125,0,421,0,916312,0,0
N2013,0,398709.625,0,421,0,916312,0,0
N294,0,523780.625,0,573,0,1158593,0,0
N2114,0,523780.625,0,573,0,1158593,0,0
N2785,0,523780.625,0,573,0,1158593,0,0
N753,0,523780.625,0,573,0,1158593,0,0
N2177,0,523780.625,0,573,0,1158593,0,0
N703,0,398680.875,0,421,0,916312,0,0
N2711,0,241174.625,0,203,0,611191,0,0
N927,0,398680.875,0,421,0,916312,0,0
N1992,0,523780.625,0,573,0,1158593,0,0
N1624,0,398704.125,0,421,0,916312,0,0
N2549,0,241193.125,0,203,0,611191,0,0
N2528,0,398680.875,0,421,0,916312,0,0
N126,0,398680.875,0,421,0,916312,0,0
N947,0,523780.625,0,573,0,1158593,0,0
N1291,0,241193.125,0,203,0,611191,0,0
N1112,0,398704.125,0,421,0,916312,0,0
N94,0,398680.875,0,421,0,916312,0,0
N2298,0,523780.625,0,573,0,1158593,0,0
N2677,0,241174.625,0,203,0,611191,0,0
N2029,0,398680.875,0,421,0,916312,0,0
N2974,0,241193.125,0,203,0,611191,0,0
N189,0,398680.875,0,421,0,916312,0,0
N550,0,398680.875,0,421,0,916312,0,0
N3084,0,398680.875,0,421,0,916312,0,0
N175,0,241174.625,0,203,0,611191,0,0
N2216,0,398704.125,0,421,0,916312,0,0
N381,0,523780.625,0,573,0,1158593,0,0
N2485,0,523780.625,0,573,0,1158593,0,0
N2928,0,523756.75,0,573,0,1158593,0,0
N2201,0,241193.125,0,203,0,611191,0,0
N371,0,241193.125,0,203,0,611191,0,0
N2120,0,241174.625,0,203,0,611191,0,0
N2416,0,241193.125,0,203,0,611191,0,0
N765,0,523756.75,0,573,0,1158593,0,0
N3037,0,398709.625,0,421,0,916312,0,0
N1993,0,523785.125,0,573,0,1158593,0,0
N618,0,523780.625,0,573,0,1158593,0,0
N906,0,241174.625,0,203,0,611191,0,0
