Node(Unlabel),L1Score,L2Score,#1st nb L1,#1st nb L2,#2nd nb L1,#2nd nb L2,#3rd nb L1,#3rd nb L2
N1024,104231.5,69246.75,70,31,113736,84460,0,0
N38,104231.5,69246.75,70,31,113736,84460,0,0
N2564,32052.0,439063.5,13,198,29939,253242,0,0
N775,104231.5,69246.75,70,31,113736,84460,0,0
N2232,32052.0,439063.5,13,198,29939,253242,0,0
N1280,125669.5,460664.5,77,198,127671,296580,0,0
N158,104231.5,69246.75,70,31,113736,84460,0,0
N733,104231.5,69246.75,70,31,113736,84460,0,0
N704,32052.0,439063.5,13,198,29939,253242,0,0
N1618,104231.5,69246.75,70,31,113736,84460,0,0
N1765,104231.5,69246.75,70,31,113736,84460,0,0
N2368,32052.0,439063.5,13,198,29939,253242,0,0
N1437,104231.5,69246.75,70,31,113736,84460,0,0
N2748,125669.5,460664.5,77,198,127671,296580,0,0
N1825,104231.5,69246.75,70,31,113736,84460,0,0
N603,104231.5,69246.75,70,31,113736,84460,0,0
N2251,32052.0,439063.5,13,198,29939,253242,0,0
N1267,32052.0,439063.5,13,198,29939,253242,0,0
N2690,32052.0,439063.5,13,198,29939,253242,0,0
N1261,104231.5,69246.75,70,31,113736,84460,0,0
N1988,104231.5,69246.75,70,31,113736,84460,0,0
N2305,104231.5,69246.75,70,31,113736,84460,0,0
N112,104231.5,69246.75,70,31,113736,84460,0,0
N883,104231.5,69246.75,70,31,113736,84460,0,0
N2463,104231.5,69246.75,70,31,113736,84460,0,0
N1233,32052.0,439063.5,13,198,29939,253242,0,0
N2113,32052.0,439063.5,13,198,29939,253242,0,0
N2053,104231.5,69246.75,70,31,113736,84460,0,0
N1029,104231.5,69246.75,70,31,113736,84460,0,0
N2549,32052.0,439063.5,13,198,29939,253242,0,0
N2630,104231.5,69246.75,70,31,113736,84460,0,0
N2295,104231.5,69246.75,70,31,113736,84460,0,0
N1147,104231.5,69246.75,70,31,113736,84460,0,0
N1414,104231.5,69246.75,70,31,113736,84460,0,0
N2336,32052.0,439063.5,13,198,29939,253242,0,0
N755,104231.5,69246.75,70,31,113736,84460,0,0
N1747,32052.0,439063.5,13,198,29939,253242,0,0
N380,32052.0,439063.5,13,198,29939,253242,0,0
N1651,32052.0,439063.5,13,198,29939,253242,0,0
N956,32052.0,439063.5,13,198,29939,253242,0,0
N545,104231.5,69246.75,70,31,113736,84460,0,0
N1598,104231.5,69246.75,70,31,113736,84460,0,0
N531,104231.5,69246.75,70,31,113736,84460,0,0
N2189,104231.5,69246.75,70,31,113736,84460,0,0
N1585,32052.0,439063.5,13,198,29939,253242,0,0
N52,104231.5,69246.75,70,31,113736,84460,0,0
N2144,32052.0,439063.5,13,198,29939,253242,0,0
N121,104231.5,69246.75,70,31,113736,84460,0,0
N1002,32052.0,439063.5,13,198,29939,253242,0,0
N719,32052.0,439063.5,13,198,29939,253242,0,0
N2356,104231.5,69246.75,70,31,113736,84460,0,0
N1840,32052.0,439063.5,13,198,29939,253242,0,0
N1268,32052.0,439063.5,13,198,29939,253242,0,0
N1978,32052.0,439063.5,13,198,29939,253242,0,0
N1605,32052.0,439063.5,13,198,29939,253242,0,0
N124,32052.0,439063.5,13,198,29939,253242,0,0
N1914,32052.0,439063.5,13,198,29939,253242,0,0
N1211,104231.5,69246.75,70,31,113736,84460,0,0
N1021,104231.5,69246.75,70,31,113736,84460,0,0
N59,32052.0,439063.5,13,198,29939,253242,0,0
N2341,104231.5,69246.75,70,31,113736,84460,0,0
N2862,104231.5,69246.75,70,31,113736,84460,0,0
N809,32052.0,439063.5,13,198,29939,253242,0,0
N2745,32052.0,439063.5,13,198,29939,253242,0,0
N2375,32052.0,439063.5,13,198,29939,253242,0,0
N1115,104231.5,69246.75,70,31,113736,84460,0,0
N2436,104231.5,69246.75,70,31,113736,84460,0,0
N328,32052.0,439063.5,13,198,29939,253242,0,0
N1862,104231.5,69246.75,70,31,113736,84460,0,0
N2477,32052.0,439063.5,13,198,29939,253242,0,0
N782,32052.0,439063.5,13,198,29939,253242,0,0
N13,32052.0,439063.5,13,198,29939,253242,0,0
N2594,104231.5,69246.75,70,31,113736,84460,0,0
N709,32052.0,439063.5,13,198,29939,253242,0,0
N509,32052.0,439063.5,13,198,29939,253242,0,0
N1058,104231.5,69246.75,70,31,113736,84460,0,0
N1128,32052.0,439063.5,13,198,29939,253242,0,0
N2518,104231.5,69246.75,70,31,113736,84460,0,0
N2370,104231.5,69246.75,70,31,113736,84460,0,0
N960,104231.5,69246.75,70,31,113736,84460,0,0
N904,104231.5,69246.75,70,31,113736,84460,0,0
N232,32052.0,439063.5,13,198,29939,253242,0,0
N1952,32052.0,439063.5,13,198,29939,253242,0,0
N6,104231.5,69246.75,70,31,113736,84460,0,0
N1309,32052.0,439063.5,13,198,29939,253242,0,0
N694,104231.5,69246.75,70,31,113736,84460,0,0
N1253,32052.0,439063.5,13,198,29939,253242,0,0
N729,104231.5,69246.75,70,31,113736,84460,0,0
N2087,104231.5,69246.75,70,31,113736,84460,0,0
N1341,32052.0,439063.5,13,198,29939,253242,0,0
N1877,104231.5,69246.75,70,31,113736,84460,0,0
N819,104231.5,69246.75,70,31,113736,84460,0,0
N494,104231.5,69246.75,70,31,113736,84460,0,0
N2759,32052.0,439063.5,13,198,29939,253242,0,0
N1956,104231.5,69246.75,70,31,113736,84460,0,0
N1178,32052.0,439063.5,13,198,29939,253242,0,0
N1677,104231.5,69246.75,70,31,113736,84460,0,0
N2420,32052.0,439063.5,13,198,29939,253242,0,0
N1061,125669.5,460664.5,77,198,127671,296580,0,0
N1560,104231.5,69246.75,70,31,113736,84460,0,0
N654,104231.5,69246.75,70,31,113736,84460,0,0
N54,32052.0,439063.5,13,198,29939,253242,0,0
N222,104231.5,69246.75,70,31,113736,84460,0,0
N2179,104231.5,69246.75,70,31,113736,84460,0,0
N2175,104231.5,69246.75,70,31,113736,84460,0,0
N1481,32052.0,439063.5,13,198,29939,253242,0,0
N2405,32052.0,439063.5,13,198,29939,253242,0,0
N1254,104231.5,69246.75,70,31,113736,84460,0,0
N347,104231.5,69246.75,70,31,113736,84460,0,0
N329,32052.0,439063.5,13,198,29939,253242,0,0
N1986,32052.0,439063.5,13,198,29939,253242,0,0
N216,104231.5,69246.75,70,31,113736,84460,0,0
N1220,104231.5,69246.75,70,31,113736,84460,0,0
N257,32052.0,439063.5,13,198,29939,253242,0,0
N1596,32052.0,439063.5,13,198,29939,253242,0,0
N997,104231.5,69246.75,70,31,113736,84460,0,0
N980,104231.5,69246.75,70,31,113736,84460,0,0
N1248,104231.5,69246.75,70,31,113736,84460,0,0
N1876,125669.5,460664.5,77,198,127671,296580,0,0
N66,104231.5,69246.75,70,31,113736,84460,0,0
N1108,125669.5,460664.5,77,198,127671,296580,0,0
N234,125669.5,460664.5,77,198,127671,296580,0,0
N142,32052.0,439063.5,13,198,29939,253242,0,0
N1018,104231.5,69246.75,70,31,113736,84460,0,0
N2790,32052.0,439063.5,13,198,29939,253242,0,0
N2679,104231.5,69246.75,70,31,113736,84460,0,0
N1474,104231.5,69246.75,70,31,113736,84460,0,0
N621,104231.5,69246.75,70,31,113736,84460,0,0
N1444,104231.5,69246.75,70,31,113736,84460,0,0
N2841,32052.0,439063.5,13,198,29939,253242,0,0
N2275,104231.5,69246.75,70,31,113736,84460,0,0
N690,104231.5,69246.75,70,31,113736,84460,0,0
N799,104231.5,69246.75,70,31,113736,84460,0,0
N1586,104231.5,69246.75,70,31,113736,84460,0,0
N1885,104231.5,69246.75,70,31,113736,84460,0,0
N2489,104231.5,69246.75,70,31,113736,84460,0,0
N173,32052.0,439063.5,13,198,29939,253242,0,0
N985,125669.5,460664.5,77,198,127671,296580,0,0
N201,32052.0,439063.5,13,198,29939,253242,0,0
N1291,32052.0,439063.5,13,198,29939,253242,0,0
N2479,32052.0,439063.5,13,198,29939,253242,0,0
N1536,104231.5,69246.75,70,31,113736,84460,0,0
N1665,104231.5,69246.75,70,31,113736,84460,0,0
N2849,32052.0,439063.5,13,198,29939,253242,0,0
N702,32052.0,439063.5,13,198,29939,253242,0,0
N481,104231.5,69246.75,70,31,113736,84460,0,0
N317,32052.0,439063.5,13,198,29939,253242,0,0
N792,104231.5,69246.75,70,31,113736,84460,0,0
N1577,32052.0,439063.5,13,198,29939,253242,0,0
N248,32052.0,439063.5,13,198,29939,253242,0,0
N88,125669.5,460664.5,77,198,127671,296580,0,0
N664,32052.0,439063.5,13,198,29939,253242,0,0
N536,104231.5,69246.75,70,31,113736,84460,0,0
N1,32052.0,439063.5,13,198,29939,253242,0,0
N2663,104231.5,69246.75,70,31,113736,84460,0,0
N1626,104231.5,69246.75,70,31,113736,84460,0,0
N1670,32052.0,439063.5,13,198,29939,253242,0,0
N2590,104231.5,69246.75,70,31,113736,84460,0,0
N1259,125669.5,460664.5,77,198,127671,296580,0,0
N2870,32052.0,439063.5,13,198,29939,253242,0,0
N441,104231.5,69246.75,70,31,113736,84460,0,0
N2524,104231.5,69246.75,70,31,113736,84460,0,0
N111,125669.5,460664.5,77,198,127671,296580,0,0
N518,32052.0,439063.5,13,198,29939,253242,0,0
N273,104231.5,69246.75,70,31,113736,84460,0,0
N2717,125669.5,460664.5,77,198,127671,296580,0,0
N1760,104231.5,69246.75,70,31,113736,84460,0,0
N2344,32052.0,439063.5,13,198,29939,253242,0,0
N1022,104231.5,69246.75,70,31,113736,84460,0,0
N2162,32052.0,439063.5,13,198,29939,253242,0,0
N2699,32052.0,439063.5,13,198,29939,253242,0,0
N335,125669.5,460664.5,77,198,127671,296580,0,0
N2104,104231.5,69246.75,70,31,113736,84460,0,0
N1883,32052.0,439063.5,13,198,29939,253242,0,0
N504,104231.5,69246.75,70,31,113736,84460,0,0
N489,104231.5,69246.75,70,31,113736,84460,0,0
N2135,104231.5,69246.75,70,31,113736,84460,0,0
N1156,104231.5,69246.75,70,31,113736,84460,0,0
N101,104231.5,69246.75,70,31,113736,84460,0,0
N2756,104231.5,69246.75,70,31,113736,84460,0,0
N1937,104231.5,69246.75,70,31,113736,84460,0,0
N177,125669.5,460664.5,77,198,127671,296580,0,0
N1727,32052.0,439063.5,13,198,29939,253242,0,0
N1679,104231.5,69246.75,70,31,113736,84460,0,0
N2644,104231.5,69246.75,70,31,113736,84460,0,0
N1009,32052.0,439063.5,13,198,29939,253242,0,0
N296,104231.5,69246.75,70,31,113736,84460,0,0
N1488,32052.0,439063.5,13,198,29939,253242,0,0
N128,104231.5,69246.75,70,31,113736,84460,0,0
N1531,104231.5,69246.75,70,31,113736,84460,0,0
N652,104231.5,69246.75,70,31,113736,84460,0,0
N1867,32052.0,439063.5,13,198,29939,253242,0,0
N1647,32052.0,439063.5,13,198,29939,253242,0,0
N2397,104231.5,69246.75,70,31,113736,84460,0,0
N384,125669.5,460664.5,77,198,127671,296580,0,0
N1486,125669.5,460664.5,77,198,127671,296580,0,0
N1066,104231.5,69246.75,70,31,113736,84460,0,0
N394,104231.5,69246.75,70,31,113736,84460,0,0
N1695,125669.5,460664.5,77,198,127671,296580,0,0
N1767,32052.0,439063.5,13,198,29939,253242,0,0
N2438,104231.5,69246.75,70,31,113736,84460,0,0
N186,104231.5,69246.75,70,31,113736,84460,0,0
N53,104231.5,69246.75,70,31,113736,84460,0,0
N1298,104231.5,69246.75,70,31,113736,84460,0,0
N1207,32052.0,439063.5,13,198,29939,253242,0,0
N291,104231.5,69246.75,70,31,113736,84460,0,0
N867,32052.0,439063.5,13,198,29939,253242,0,0
N2692,32052.0,439063.5,13,198,29939,253242,0,0
N708,32052.0,439063.5,13,198,29939,253242,0,0
N2520,32052.0,439063.5,13,198,29939,253242,0,0
N1738,32052.0,439063.5,13,198,29939,253242,0,0
N1054,104231.5,69246.75,70,31,113736,84460,0,0
N2797,104231.5,69246.75,70,31,113736,84460,0,0
N375,104231.5,69246.75,70,31,113736,84460,0,0
N1223,104231.5,69246.75,70,31,113736,84460,0,0
N597,104231.5,69246.75,70,31,113736,84460,0,0
N1073,104231.5,69246.75,70,31,113736,84460,0,0
N92,104231.5,69246.75,70,31,113736,84460,0,0
N5,125669.5,460664.5,77,198,127671,296580,0,0
N873,125669.5,460664.5,77,198,127671,296580,0,0
N1801,125669.5,460664.5,77,198,127671,296580,0,0
N1140,32052.0,439063.5,13,198,29939,253242,0,0
N1555,104231.5,69246.75,70,31,113736,84460,0,0
N1796,32052.0,439063.5,13,198,29939,253242,0,0
N749,104231.5,69246.75,70,31,113736,84460,0,0
N625,104231.5,69246.75,70,31,113736,84460,0,0
N254,125669.5,460664.5,77,198,127671,296580,0,0
N519,32052.0,439063.5,13,198,29939,253242,0,0
N2838,104231.5,69246.75,70,31,113736,84460,0,0
N1772,104231.5,69246.75,70,31,113736,84460,0,0
N1863,32052.0,439063.5,13,198,29939,253242,0,0
N533,104231.5,69246.75,70,31,113736,84460,0,0
N2802,125669.5,460664.5,77,198,127671,296580,0,0
N390,104231.5,69246.75,70,31,113736,84460,0,0
N773,32052.0,439063.5,13,198,29939,253242,0,0
N771,32052.0,439063.5,13,198,29939,253242,0,0
N823,32052.0,439063.5,13,198,29939,253242,0,0
N2395,32052.0,439063.5,13,198,29939,253242,0,0
N1033,125669.5,460664.5,77,198,127671,296580,0,0
N1637,32052.0,439063.5,13,198,29939,253242,0,0
N1387,32052.0,439063.5,13,198,29939,253242,0,0
N326,104231.5,69246.75,70,31,113736,84460,0,0
N2747,32052.0,439063.5,13,198,29939,253242,0,0
N2574,32052.0,439063.5,13,198,29939,253242,0,0
N1110,32052.0,439063.5,13,198,29939,253242,0,0
N2464,104231.5,69246.75,70,31,113736,84460,0,0
N2035,32052.0,439063.5,13,198,29939,253242,0,0
N2017,125669.5,460664.5,77,198,127671,296580,0,0
N790,104231.5,69246.75,70,31,113736,84460,0,0
N1342,104231.5,69246.75,70,31,113736,84460,0,0
N2803,104231.5,69246.75,70,31,113736,84460,0,0
N1403,104231.5,69246.75,70,31,113736,84460,0,0
N2009,32052.0,439063.5,13,198,29939,253242,0,0
N2476,104231.5,69246.75,70,31,113736,84460,0,0
N827,125669.5,460664.5,77,198,127671,296580,0,0
N914,104231.5,69246.75,70,31,113736,84460,0,0
N473,32052.0,439063.5,13,198,29939,253242,0,0
N1810,104231.5,69246.75,70,31,113736,84460,0,0
N278,32052.0,439063.5,13,198,29939,253242,0,0
N1200,32052.0,439063.5,13,198,29939,253242,0,0
N301,32052.0,439063.5,13,198,29939,253242,0,0
N1255,104231.5,69246.75,70,31,113736,84460,0,0
N1694,104231.5,69246.75,70,31,113736,84460,0,0
N1858,104231.5,69246.75,70,31,113736,84460,0,0
N1514,104231.5,69246.75,70,31,113736,84460,0,0
N624,104231.5,69246.75,70,31,113736,84460,0,0
N73,32052.0,439063.5,13,198,29939,253242,0,0
N2159,32052.0,439063.5,13,198,29939,253242,0,0
N1084,32052.0,439063.5,13,198,29939,253242,0,0
N2279,104231.5,69246.75,70,31,113736,84460,0,0
N2811,104231.5,69246.75,70,31,113736,84460,0,0
N2412,32052.0,439063.5,13,198,29939,253242,0,0
N1316,104231.5,69246.75,70,31,113736,84460,0,0
N567,32052.0,439063.5,13,198,29939,253242,0,0
N1262,32052.0,439063.5,13,198,29939,253242,0,0
N2723,104231.5,69246.75,70,31,113736,84460,0,0
N2623,32052.0,439063.5,13,198,29939,253242,0,0
N635,104231.5,69246.75,70,31,113736,84460,0,0
N795,32052.0,439063.5,13,198,29939,253242,0,0
N246,104231.5,69246.75,70,31,113736,84460,0,0
N2286,32052.0,439063.5,13,198,29939,253242,0,0
N2021,32052.0,439063.5,13,198,29939,253242,0,0
N1687,32052.0,439063.5,13,198,29939,253242,0,0
N137,32052.0,439063.5,13,198,29939,253242,0,0
N16,32052.0,439063.5,13,198,29939,253242,0,0
N2123,32052.0,439063.5,13,198,29939,253242,0,0
N1505,104231.5,69246.75,70,31,113736,84460,0,0
N1923,32052.0,439063.5,13,198,29939,253242,0,0
N2529,104231.5,69246.75,70,31,113736,84460,0,0
N2874,32052.0,439063.5,13,198,29939,253242,0,0
N1399,32052.0,439063.5,13,198,29939,253242,0,0
N2831,104231.5,69246.75,70,31,113736,84460,0,0
N215,104231.5,69246.75,70,31,113736,84460,0,0
N2309,104231.5,69246.75,70,31,113736,84460,0,0
N871,104231.5,69246.75,70,31,113736,84460,0,0
N213,104231.5,69246.75,70,31,113736,84460,0,0
N1055,32052.0,439063.5,13,198,29939,253242,0,0
N2430,32052.0,439063.5,13,198,29939,253242,0,0
N2151,104231.5,69246.75,70,31,113736,84460,0,0
N421,104231.5,69246.75,70,31,113736,84460,0,0
N1895,104231.5,69246.75,70,31,113736,84460,0,0
N1930,32052.0,439063.5,13,198,29939,253242,0,0
N194,125669.5,460664.5,77,198,127671,296580,0,0
N1905,32052.0,439063.5,13,198,29939,253242,0,0
N1357,32052.0,439063.5,13,198,29939,253242,0,0
N726,104231.5,69246.75,70,31,113736,84460,0,0
N1512,32052.0,439063.5,13,198,29939,253242,0,0
N2031,32052.0,439063.5,13,198,29939,253242,0,0
N1739,104231.5,69246.75,70,31,113736,84460,0,0
N736,32052.0,439063.5,13,198,29939,253242,0,0
N722,32052.0,439063.5,13,198,29939,253242,0,0
N1172,104231.5,69246.75,70,31,113736,84460,0,0
N2503,104231.5,69246.75,70,31,113736,84460,0,0
N2837,125669.5,460664.5,77,198,127671,296580,0,0
N1941,32052.0,439063.5,13,198,29939,253242,0,0
N2660,104231.5,69246.75,70,31,113736,84460,0,0
N847,104231.5,69246.75,70,31,113736,84460,0,0
N1931,32052.0,439063.5,13,198,29939,253242,0,0
N966,125669.5,460664.5,77,198,127671,296580,0,0
N1271,104231.5,69246.75,70,31,113736,84460,0,0
N425,104231.5,69246.75,70,31,113736,84460,0,0
N2572,32052.0,439063.5,13,198,29939,253242,0,0
N404,104231.5,69246.75,70,31,113736,84460,0,0
N2296,125669.5,460664.5,77,198,127671,296580,0,0
N1060,104231.5,69246.75,70,31,113736,84460,0,0
N1693,104231.5,69246.75,70,31,113736,84460,0,0
N300,104231.5,69246.75,70,31,113736,84460,0,0
N1917,104231.5,69246.75,70,31,113736,84460,0,0
N1898,32052.0,439063.5,13,198,29939,253242,0,0
N705,32052.0,439063.5,13,198,29939,253242,0,0
N2540,104231.5,69246.75,70,31,113736,84460,0,0
N1640,32052.0,439063.5,13,198,29939,253242,0,0
N2262,104231.5,69246.75,70,31,113736,84460,0,0
N2196,32052.0,439063.5,13,198,29939,253242,0,0
N566,32052.0,439063.5,13,198,29939,253242,0,0
N1039,104231.5,69246.75,70,31,113736,84460,0,0
N371,104231.5,69246.75,70,31,113736,84460,0,0
N1050,32052.0,439063.5,13,198,29939,253242,0,0
N76,104231.5,69246.75,70,31,113736,84460,0,0
N313,125669.5,460664.5,77,198,127671,296580,0,0
N910,32052.0,439063.5,13,198,29939,253242,0,0
N2531,32052.0,439063.5,13,198,29939,253242,0,0
N723,104231.5,69246.75,70,31,113736,84460,0,0
N1375,104231.5,69246.75,70,31,113736,84460,0,0
N721,32052.0,439063.5,13,198,29939,253242,0,0
N1429,104231.5,69246.75,70,31,113736,84460,0,0
N2387,32052.0,439063.5,13,198,29939,253242,0,0
N145,104231.5,69246.75,70,31,113736,84460,0,0
N276,104231.5,69246.75,70,31,113736,84460,0,0
N859,104231.5,69246.75,70,31,113736,84460,0,0
N110,32052.0,439063.5,13,198,29939,253242,0,0
N302,104231.5,69246.75,70,31,113736,84460,0,0
N1193,104231.5,69246.75,70,31,113736,84460,0,0
N1751,32052.0,439063.5,13,198,29939,253242,0,0
N844,104231.5,69246.75,70,31,113736,84460,0,0
N2088,104231.5,69246.75,70,31,113736,84460,0,0
N679,32052.0,439063.5,13,198,29939,253242,0,0
N1872,104231.5,69246.75,70,31,113736,84460,0,0
N670,125669.5,460664.5,77,198,127671,296580,0,0
N292,32052.0,439063.5,13,198,29939,253242,0,0
N2046,104231.5,69246.75,70,31,113736,84460,0,0
N2256,104231.5,69246.75,70,31,113736,84460,0,0
N2512,32052.0,439063.5,13,198,29939,253242,0,0
N2283,104231.5,69246.75,70,31,113736,84460,0,0
N1397,104231.5,69246.75,70,31,113736,84460,0,0
N1735,104231.5,69246.75,70,31,113736,84460,0,0
N171,104231.5,69246.75,70,31,113736,84460,0,0
N1594,104231.5,69246.75,70,31,113736,84460,0,0
N153,104231.5,69246.75,70,31,113736,84460,0,0
N1609,32052.0,439063.5,13,198,29939,253242,0,0
N1565,104231.5,69246.75,70,31,113736,84460,0,0
N91,104231.5,69246.75,70,31,113736,84460,0,0
N160,104231.5,69246.75,70,31,113736,84460,0,0
N58,104231.5,69246.75,70,31,113736,84460,0,0
N265,125669.5,460664.5,77,198,127671,296580,0,0
N521,104231.5,69246.75,70,31,113736,84460,0,0
N1496,104231.5,69246.75,70,31,113736,84460,0,0
N61,104231.5,69246.75,70,31,113736,84460,0,0
N1394,104231.5,69246.75,70,31,113736,84460,0,0
N2487,32052.0,439063.5,13,198,29939,253242,0,0
N2728,104231.5,69246.75,70,31,113736,84460,0,0
N2404,104231.5,69246.75,70,31,113736,84460,0,0
N342,104231.5,69246.75,70,31,113736,84460,0,0
N731,32052.0,439063.5,13,198,29939,253242,0,0
N1523,104231.5,69246.75,70,31,113736,84460,0,0
N2678,104231.5,69246.75,70,31,113736,84460,0,0
N345,104231.5,69246.75,70,31,113736,84460,0,0
N154,104231.5,69246.75,70,31,113736,84460,0,0
N1085,32052.0,439063.5,13,198,29939,253242,0,0
N8,104231.5,69246.75,70,31,113736,84460,0,0
N2315,104231.5,69246.75,70,31,113736,84460,0,0
N954,32052.0,439063.5,13,198,29939,253242,0,0
N1730,104231.5,69246.75,70,31,113736,84460,0,0
N480,125669.5,460664.5,77,198,127671,296580,0,0
N2710,104231.5,69246.75,70,31,113736,84460,0,0
N2369,104231.5,69246.75,70,31,113736,84460,0,0
N1274,32052.0,439063.5,13,198,29939,253242,0,0
N1630,104231.5,69246.75,70,31,113736,84460,0,0
N2101,32052.0,439063.5,13,198,29939,253242,0,0
N1741,104231.5,69246.75,70,31,113736,84460,0,0
N2582,104231.5,69246.75,70,31,113736,84460,0,0
N936,104231.5,69246.75,70,31,113736,84460,0,0
N395,32052.0,439063.5,13,198,29939,253242,0,0
N2731,104231.5,69246.75,70,31,113736,84460,0,0
N1236,104231.5,69246.75,70,31,113736,84460,0,0
N1099,104231.5,69246.75,70,31,113736,84460,0,0
N1874,32052.0,439063.5,13,198,29939,253242,0,0
N2207,104231.5,69246.75,70,31,113736,84460,0,0
N2237,125669.5,460664.5,77,198,127671,296580,0,0
N699,32052.0,439063.5,13,198,29939,253242,0,0
N1501,32052.0,439063.5,13,198,29939,253242,0,0
N1468,104231.5,69246.75,70,31,113736,84460,0,0
N1933,104231.5,69246.75,70,31,113736,84460,0,0
N2097,104231.5,69246.75,70,31,113736,84460,0,0
N2010,104231.5,69246.75,70,31,113736,84460,0,0
N1238,125669.5,460664.5,77,198,127671,296580,0,0
N748,125669.5,460664.5,77,198,127671,296580,0,0
N924,32052.0,439063.5,13,198,29939,253242,0,0
N831,32052.0,439063.5,13,198,29939,253242,0,0
N1480,125669.5,460664.5,77,198,127671,296580,0,0
N49,32052.0,439063.5,13,198,29939,253242,0,0
N99,104231.5,69246.75,70,31,113736,84460,0,0
N788,32052.0,439063.5,13,198,29939,253242,0,0
N251,32052.0,439063.5,13,198,29939,253242,0,0
N1886,104231.5,69246.75,70,31,113736,84460,0,0
N1821,104231.5,69246.75,70,31,113736,84460,0,0
N720,104231.5,69246.75,70,31,113736,84460,0,0
N1401,104231.5,69246.75,70,31,113736,84460,0,0
N331,125669.5,460664.5,77,198,127671,296580,0,0
N162,32052.0,439063.5,13,198,29939,253242,0,0
N299,32052.0,439063.5,13,198,29939,253242,0,0
N2170,104231.5,69246.75,70,31,113736,84460,0,0
N358,32052.0,439063.5,13,198,29939,253242,0,0
N290,104231.5,69246.75,70,31,113736,84460,0,0
N2353,104231.5,69246.75,70,31,113736,84460,0,0
N2547,32052.0,439063.5,13,198,29939,253242,0,0
N2471,104231.5,69246.75,70,31,113736,84460,0,0
N2824,104231.5,69246.75,70,31,113736,84460,0,0
N877,104231.5,69246.75,70,31,113736,84460,0,0
N144,32052.0,439063.5,13,198,29939,253242,0,0
N396,104231.5,69246.75,70,31,113736,84460,0,0
N2536,125669.5,460664.5,77,198,127671,296580,0,0
N2714,104231.5,69246.75,70,31,113736,84460,0,0
N573,32052.0,439063.5,13,198,29939,253242,0,0
N2271,104231.5,69246.75,70,31,113736,84460,0,0
N2122,104231.5,69246.75,70,31,113736,84460,0,0
N1041,32052.0,439063.5,13,198,29939,253242,0,0
N1154,104231.5,69246.75,70,31,113736,84460,0,0
N619,104231.5,69246.75,70,31,113736,84460,0,0
N842,104231.5,69246.75,70,31,113736,84460,0,0
N2705,104231.5,69246.75,70,31,113736,84460,0,0
N1561,104231.5,69246.75,70,31,113736,84460,0,0
N2657,104231.5,69246.75,70,31,113736,84460,0,0
N27,104231.5,69246.75,70,31,113736,84460,0,0
N1104,32052.0,439063.5,13,198,29939,253242,0,0
N2521,104231.5,69246.75,70,31,113736,84460,0,0
N1847,104231.5,69246.75,70,31,113736,84460,0,0
N2466,104231.5,69246.75,70,31,113736,84460,0,0
N433,32052.0,439063.5,13,198,29939,253242,0,0
N2163,32052.0,439063.5,13,198,29939,253242,0,0
N1814,104231.5,69246.75,70,31,113736,84460,0,0
N2317,104231.5,69246.75,70,31,113736,84460,0,0
N2860,104231.5,69246.75,70,31,113736,84460,0,0
N989,104231.5,69246.75,70,31,113736,84460,0,0
N2765,104231.5,69246.75,70,31,113736,84460,0,0
N2560,104231.5,69246.75,70,31,113736,84460,0,0
N2185,125669.5,460664.5,77,198,127671,296580,0,0
N984,104231.5,69246.75,70,31,113736,84460,0,0
N412,104231.5,69246.75,70,31,113736,84460,0,0
N1828,104231.5,69246.75,70,31,113736,84460,0,0
N2784,125669.5,460664.5,77,198,127671,296580,0,0
N1471,32052.0,439063.5,13,198,29939,253242,0,0
N227,104231.5,69246.75,70,31,113736,84460,0,0
N2570,32052.0,439063.5,13,198,29939,253242,0,0
N586,104231.5,69246.75,70,31,113736,84460,0,0
N2647,104231.5,69246.75,70,31,113736,84460,0,0
N2281,32052.0,439063.5,13,198,29939,253242,0,0
N2798,104231.5,69246.75,70,31,113736,84460,0,0
N427,32052.0,439063.5,13,198,29939,253242,0,0
N2432,32052.0,439063.5,13,198,29939,253242,0,0
N1077,104231.5,69246.75,70,31,113736,84460,0,0
N507,104231.5,69246.75,70,31,113736,84460,0,0
N195,104231.5,69246.75,70,31,113736,84460,0,0
N687,104231.5,69246.75,70,31,113736,84460,0,0
N745,32052.0,439063.5,13,198,29939,253242,0,0
N934,104231.5,69246.75,70,31,113736,84460,0,0
N903,104231.5,69246.75,70,31,113736,84460,0,0
N2697,104231.5,69246.75,70,31,113736,84460,0,0
N608,32052.0,439063.5,13,198,29939,253242,0,0
N2108,32052.0,439063.5,13,198,29939,253242,0,0
N2036,104231.5,69246.75,70,31,113736,84460,0,0
N1160,104231.5,69246.75,70,31,113736,84460,0,0
N1556,104231.5,69246.75,70,31,113736,84460,0,0
N2378,104231.5,69246.75,70,31,113736,84460,0,0
N2213,104231.5,69246.75,70,31,113736,84460,0,0
N987,32052.0,439063.5,13,198,29939,253242,0,0
N1354,104231.5,69246.75,70,31,113736,84460,0,0
N2869,104231.5,69246.75,70,31,113736,84460,0,0
N1558,32052.0,439063.5,13,198,29939,253242,0,0
N449,32052.0,439063.5,13,198,29939,253242,0,0
N1305,104231.5,69246.75,70,31,113736,84460,0,0
N2240,32052.0,439063.5,13,198,29939,253242,0,0
N150,104231.5,69246.75,70,31,113736,84460,0,0
N601,32052.0,439063.5,13,198,29939,253242,0,0
