Node(Unlabel),L1Score,L2Score,#1st nb L1,#1st nb L2,#2nd nb L1,#2nd nb L2,#3rd nb L1,#3rd nb L2
N153,18189.0,20272.5,9,24,27231,18888,0,0
N1675,258914.0,110243.0,111,44,264831,108924,0,0
N773,258909.5,110238.5,111,44,264831,108924,0,0
N2347,258914.0,110243.0,111,44,264831,108924,0,0
N1356,258909.5,110238.5,111,44,264831,108924,0,0
N2171,18189.0,20272.5,9,24,27231,18888,0,0
N356,258909.5,110238.5,111,44,264831,108924,0,0
N177,258909.5,110238.5,111,44,264831,108924,0,0
N2019,261750.0,119223.25,116,64,266666,113804,0,0
N1077,258909.5,110238.5,111,44,264831,108924,0,0
N964,258914.0,110243.0,111,44,264831,108924,0,0
N1411,258914.0,110243.0,111,44,264831,108924,0,0
N2538,258909.5,110238.5,111,44,264831,108924,0,0
N1917,261750.0,119223.25,116,64,266666,113804,0,0
N1601,18189.0,20272.5,9,24,27231,18888,0,0
N1677,261750.0,119223.25,116,64,266666,113804,0,0
N1474,258914.0,110243.0,111,44,264831,108924,0,0
N1409,261750.0,119223.25,116,64,266666,113804,0,0
N396,258909.5,110238.5,111,44,264831,108924,0,0
N1764,258914.0,110243.0,111,44,264831,108924,0,0
N2494,258914.0,110243.0,111,44,264831,108924,0,0
N17,258914.0,110243.0,111,44,264831,108924,0,0
N601,258914.0,110243.0,111,44,264831,108924,0,0
N792,258909.5,110238.5,111,44,264831,108924,0,0
N1741,258909.5,110238.5,111,44,264831,108924,0,0
N483,258914.0,110243.0,111,44,264831,108924,0,0
N2367,258909.5,110238.5,111,44,264831,108924,0,0
N2170,18189.0,20272.5,9,24,27231,18888,0,0
N1952,258909.5,110238.5,111,44,264831,108924,0,0
N590,258914.0,110243.0,111,44,264831,108924,0,0
N1841,258909.5,110238.5,111,44,264831,108924,0,0
N895,258909.5,110238.5,111,44,264831,108924,0,0
N279,258909.5,110238.5,111,44,264831,108924,0,0
N715,258914.0,110243.0,111,44,264831,108924,0,0
N1955,258909.5,110238.5,111,44,264831,108924,0,0
N1949,261750.0,119223.25,116,64,266666,113804,0,0
N1989,258909.5,110238.5,111,44,264831,108924,0,0
N1069,258914.0,110243.0,111,44,264831,108924,0,0
N327,258909.5,110238.5,111,44,264831,108924,0,0
N1222,258909.5,110238.5,111,44,264831,108924,0,0
N1885,258909.5,110238.5,111,44,264831,108924,0,0
N1579,261750.0,119223.25,116,64,266666,113804,0,0
N615,261750.0,119223.25,116,64,266666,113804,0,0
N1,258914.0,110243.0,111,44,264831,108924,0,0
N49,258914.0,110243.0,111,44,264831,108924,0,0
N2467,258914.0,110243.0,111,44,264831,108924,0,0
N2044,258914.0,110243.0,111,44,264831,108924,0,0
N281,258914.0,110243.0,111,44,264831,108924,0,0
N2438,258914.0,110243.0,111,44,264831,108924,0,0
N2644,258914.0,110243.0,111,44,264831,108924,0,0
N1514,258909.5,110238.5,111,44,264831,108924,0,0
N2437,258909.5,110238.5,111,44,264831,108924,0,0
N576,258914.0,110243.0,111,44,264831,108924,0,0
N93,258914.0,110243.0,111,44,264831,108924,0,0
N1620,261750.0,119223.25,116,64,266666,113804,0,0
N1346,258914.0,110243.0,111,44,264831,108924,0,0
N2126,258909.5,110238.5,111,44,264831,108924,0,0
N446,258914.0,110243.0,111,44,264831,108924,0,0
N2026,258914.0,110243.0,111,44,264831,108924,0,0
N1179,258909.5,110238.5,111,44,264831,108924,0,0
N288,258909.5,110238.5,111,44,264831,108924,0,0
N266,18189.0,20272.5,9,24,27231,18888,0,0
N127,258914.0,110243.0,111,44,264831,108924,0,0
N2567,261750.0,119223.25,116,64,266666,113804,0,0
N427,258914.0,110243.0,111,44,264831,108924,0,0
N2500,258909.5,110238.5,111,44,264831,108924,0,0
N1378,258909.5,110238.5,111,44,264831,108924,0,0
N2343,261750.0,119223.25,116,64,266666,113804,0,0
N163,258914.0,110243.0,111,44,264831,108924,0,0
N1973,258909.5,110238.5,111,44,264831,108924,0,0
N1279,258909.5,110238.5,111,44,264831,108924,0,0
N1537,258909.5,110238.5,111,44,264831,108924,0,0
N2614,258909.5,110238.5,111,44,264831,108924,0,0
N2400,258909.5,110238.5,111,44,264831,108924,0,0
N527,258909.5,110238.5,111,44,264831,108924,0,0
N1042,258909.5,110238.5,111,44,264831,108924,0,0
N1258,258914.0,110243.0,111,44,264831,108924,0,0
N1775,258909.5,110238.5,111,44,264831,108924,0,0
N364,258909.5,110238.5,111,44,264831,108924,0,0
N635,258909.5,110238.5,111,44,264831,108924,0,0
N599,258909.5,110238.5,111,44,264831,108924,0,0
N1061,258909.5,110238.5,111,44,264831,108924,0,0
N2406,258914.0,110243.0,111,44,264831,108924,0,0
N852,258909.5,110238.5,111,44,264831,108924,0,0
N2506,258914.0,110243.0,111,44,264831,108924,0,0
N2327,258909.5,110238.5,111,44,264831,108924,0,0
N1540,258909.5,110238.5,111,44,264831,108924,0,0
N1400,258914.0,110243.0,111,44,264831,108924,0,0
N814,258914.0,110243.0,111,44,264831,108924,0,0
N2267,261750.0,119223.25,116,64,266666,113804,0,0
N2331,258909.5,110238.5,111,44,264831,108924,0,0
N1728,261750.0,119223.25,116,64,266666,113804,0,0
N680,258909.5,110238.5,111,44,264831,108924,0,0
N2599,258909.5,110238.5,111,44,264831,108924,0,0
N377,18189.0,20272.5,9,24,27231,18888,0,0
N567,258914.0,110243.0,111,44,264831,108924,0,0
N1964,258914.0,110243.0,111,44,264831,108924,0,0
N456,258909.5,110238.5,111,44,264831,108924,0,0
N312,258914.0,110243.0,111,44,264831,108924,0,0
N643,18189.0,20272.5,9,24,27231,18888,0,0
N169,258909.5,110238.5,111,44,264831,108924,0,0
N1053,18189.0,20272.5,9,24,27231,18888,0,0
N1031,258909.5,110238.5,111,44,264831,108924,0,0
N935,258914.0,110243.0,111,44,264831,108924,0,0
N676,258914.0,110243.0,111,44,264831,108924,0,0
N1748,261750.0,119223.25,116,64,266666,113804,0,0
N894,258909.5,110238.5,111,44,264831,108924,0,0
N1660,258914.0,110243.0,111,44,264831,108924,0,0
N1101,258909.5,110238.5,111,44,264831,108924,0,0
N213,258914.0,110243.0,111,44,264831,108924,0,0
N1193,258909.5,110238.5,111,44,264831,108924,0,0
N1526,18189.0,20272.5,9,24,27231,18888,0,0
N1187,258909.5,110238.5,111,44,264831,108924,0,0
N816,258909.5,110238.5,111,44,264831,108924,0,0
N700,258914.0,110243.0,111,44,264831,108924,0,0
N1897,18189.0,20272.5,9,24,27231,18888,0,0
N987,258914.0,110243.0,111,44,264831,108924,0,0
N2387,258914.0,110243.0,111,44,264831,108924,0,0
N2225,258914.0,110243.0,111,44,264831,108924,0,0
N686,258909.5,110238.5,111,44,264831,108924,0,0
N1591,258909.5,110238.5,111,44,264831,108924,0,0
N488,258914.0,110243.0,111,44,264831,108924,0,0
N2471,258914.0,110243.0,111,44,264831,108924,0,0
N1799,258914.0,110243.0,111,44,264831,108924,0,0
N2545,258909.5,110238.5,111,44,264831,108924,0,0
N1730,258909.5,110238.5,111,44,264831,108924,0,0
N2139,258909.5,110238.5,111,44,264831,108924,0,0
N556,258909.5,110238.5,111,44,264831,108924,0,0
N1313,258909.5,110238.5,111,44,264831,108924,0,0
N1341,258909.5,110238.5,111,44,264831,108924,0,0
N2450,258909.5,110238.5,111,44,264831,108924,0,0
N727,258909.5,110238.5,111,44,264831,108924,0,0
N1699,258914.0,110243.0,111,44,264831,108924,0,0
N2283,258914.0,110243.0,111,44,264831,108924,0,0
N2667,18189.0,20272.5,9,24,27231,18888,0,0
N1384,258909.5,110238.5,111,44,264831,108924,0,0
N514,258909.5,110238.5,111,44,264831,108924,0,0
N2242,258914.0,110243.0,111,44,264831,108924,0,0
N2195,258909.5,110238.5,111,44,264831,108924,0,0
N1477,258909.5,110238.5,111,44,264831,108924,0,0
N975,258909.5,110238.5,111,44,264831,108924,0,0
N367,258909.5,110238.5,111,44,264831,108924,0,0
N422,258909.5,110238.5,111,44,264831,108924,0,0
N2282,258909.5,110238.5,111,44,264831,108924,0,0
N899,258914.0,110243.0,111,44,264831,108924,0,0
N135,258909.5,110238.5,111,44,264831,108924,0,0
N481,258909.5,110238.5,111,44,264831,108924,0,0
N1407,258909.5,110238.5,111,44,264831,108924,0,0
N1693,258914.0,110243.0,111,44,264831,108924,0,0
N362,261750.0,119223.25,116,64,266666,113804,0,0
N766,258914.0,110243.0,111,44,264831,108924,0,0
N2426,258909.5,110238.5,111,44,264831,108924,0,0
N741,258909.5,110238.5,111,44,264831,108924,0,0
N96,18189.0,20272.5,9,24,27231,18888,0,0
N2547,258909.5,110238.5,111,44,264831,108924,0,0
N1269,258909.5,110238.5,111,44,264831,108924,0,0
N1789,258909.5,110238.5,111,44,264831,108924,0,0
N2561,18189.0,20272.5,9,24,27231,18888,0,0
N853,258909.5,110238.5,111,44,264831,108924,0,0
N1438,258914.0,110243.0,111,44,264831,108924,0,0
N2127,258909.5,110238.5,111,44,264831,108924,0,0
N1936,258909.5,110238.5,111,44,264831,108924,0,0
N1406,258909.5,110238.5,111,44,264831,108924,0,0
N1866,258914.0,110243.0,111,44,264831,108924,0,0
N134,258909.5,110238.5,111,44,264831,108924,0,0
N1574,18189.0,20272.5,9,24,27231,18888,0,0
N2439,258914.0,110243.0,111,44,264831,108924,0,0
N668,258909.5,110238.5,111,44,264831,108924,0,0
N502,258914.0,110243.0,111,44,264831,108924,0,0
N1876,261750.0,119223.25,116,64,266666,113804,0,0
N719,258909.5,110238.5,111,44,264831,108924,0,0
N1838,258909.5,110238.5,111,44,264831,108924,0,0
N1712,258914.0,110243.0,111,44,264831,108924,0,0
N186,258914.0,110243.0,111,44,264831,108924,0,0
N1060,18189.0,20272.5,9,24,27231,18888,0,0
N1224,258914.0,110243.0,111,44,264831,108924,0,0
N2384,18189.0,20272.5,9,24,27231,18888,0,0
N2030,258914.0,110243.0,111,44,264831,108924,0,0
N202,258909.5,110238.5,111,44,264831,108924,0,0
N1759,258909.5,110238.5,111,44,264831,108924,0,0
N1330,258909.5,110238.5,111,44,264831,108924,0,0
N2099,258909.5,110238.5,111,44,264831,108924,0,0
N808,18189.0,20272.5,9,24,27231,18888,0,0
N2445,261750.0,119223.25,116,64,266666,113804,0,0
N898,258914.0,110243.0,111,44,264831,108924,0,0
N2024,258909.5,110238.5,111,44,264831,108924,0,0
N214,258909.5,110238.5,111,44,264831,108924,0,0
N1499,18189.0,20272.5,9,24,27231,18888,0,0
N2664,258909.5,110238.5,111,44,264831,108924,0,0
N1441,18189.0,20272.5,9,24,27231,18888,0,0
N1141,258909.5,110238.5,111,44,264831,108924,0,0
N1757,261750.0,119223.25,116,64,266666,113804,0,0
N2021,258909.5,110238.5,111,44,264831,108924,0,0
N534,258909.5,110238.5,111,44,264831,108924,0,0
N290,258909.5,110238.5,111,44,264831,108924,0,0
N1359,18189.0,20272.5,9,24,27231,18888,0,0
N2348,258914.0,110243.0,111,44,264831,108924,0,0
N1153,258909.5,110238.5,111,44,264831,108924,0,0
N546,258909.5,110238.5,111,44,264831,108924,0,0
N671,261750.0,119223.25,116,64,266666,113804,0,0
N797,258909.5,110238.5,111,44,264831,108924,0,0
N2651,258909.5,110238.5,111,44,264831,108924,0,0
N46,258914.0,110243.0,111,44,264831,108924,0,0
N2145,258909.5,110238.5,111,44,264831,108924,0,0
N1853,261750.0,119223.25,116,64,266666,113804,0,0
N405,258909.5,110238.5,111,44,264831,108924,0,0
N1531,258909.5,110238.5,111,44,264831,108924,0,0
N1392,258909.5,110238.5,111,44,264831,108924,0,0
N2299,258914.0,110243.0,111,44,264831,108924,0,0
N1344,258914.0,110243.0,111,44,264831,108924,0,0
N333,258914.0,110243.0,111,44,264831,108924,0,0
N2432,258909.5,110238.5,111,44,264831,108924,0,0
N856,258909.5,110238.5,111,44,264831,108924,0,0
N1890,258909.5,110238.5,111,44,264831,108924,0,0
N2328,258909.5,110238.5,111,44,264831,108924,0,0
N995,258909.5,110238.5,111,44,264831,108924,0,0
N244,261750.0,119223.25,116,64,266666,113804,0,0
N2265,258914.0,110243.0,111,44,264831,108924,0,0
N1723,261750.0,119223.25,116,64,266666,113804,0,0
N226,258909.5,110238.5,111,44,264831,108924,0,0
N1333,258914.0,110243.0,111,44,264831,108924,0,0
N1826,258909.5,110238.5,111,44,264831,108924,0,0
N1812,258909.5,110238.5,111,44,264831,108924,0,0
N236,258909.5,110238.5,111,44,264831,108924,0,0
N1860,258909.5,110238.5,111,44,264831,108924,0,0
N1242,258914.0,110243.0,111,44,264831,108924,0,0
N183,258909.5,110238.5,111,44,264831,108924,0,0
N2668,258909.5,110238.5,111,44,264831,108924,0,0
N815,258914.0,110243.0,111,44,264831,108924,0,0
N1094,258909.5,110238.5,111,44,264831,108924,0,0
N1683,258914.0,110243.0,111,44,264831,108924,0,0
N2121,258914.0,110243.0,111,44,264831,108924,0,0
N1496,258914.0,110243.0,111,44,264831,108924,0,0
N4,258909.5,110238.5,111,44,264831,108924,0,0
N375,258909.5,110238.5,111,44,264831,108924,0,0
N1851,258909.5,110238.5,111,44,264831,108924,0,0
N2128,258909.5,110238.5,111,44,264831,108924,0,0
N566,258909.5,110238.5,111,44,264831,108924,0,0
N1595,258909.5,110238.5,111,44,264831,108924,0,0
N2524,258909.5,110238.5,111,44,264831,108924,0,0
N2404,258909.5,110238.5,111,44,264831,108924,0,0
N1588,18189.0,20272.5,9,24,27231,18888,0,0
N2497,258909.5,110238.5,111,44,264831,108924,0,0
N1126,258909.5,110238.5,111,44,264831,108924,0,0
N130,258909.5,110238.5,111,44,264831,108924,0,0
N2551,258909.5,110238.5,111,44,264831,108924,0,0
N2207,258914.0,110243.0,111,44,264831,108924,0,0
N2415,258914.0,110243.0,111,44,264831,108924,0,0
N1587,258909.5,110238.5,111,44,264831,108924,0,0
N1271,258909.5,110238.5,111,44,264831,108924,0,0
N1664,18189.0,20272.5,9,24,27231,18888,0,0
N1057,258909.5,110238.5,111,44,264831,108924,0,0
N2370,258914.0,110243.0,111,44,264831,108924,0,0
N1906,258909.5,110238.5,111,44,264831,108924,0,0
N414,258909.5,110238.5,111,44,264831,108924,0,0
N1522,258914.0,110243.0,111,44,264831,108924,0,0
N2117,258914.0,110243.0,111,44,264831,108924,0,0
N249,258909.5,110238.5,111,44,264831,108924,0,0
N1977,258914.0,110243.0,111,44,264831,108924,0,0
N263,258914.0,110243.0,111,44,264831,108924,0,0
N931,258909.5,110238.5,111,44,264831,108924,0,0
N1661,258909.5,110238.5,111,44,264831,108924,0,0
N1653,258909.5,110238.5,111,44,264831,108924,0,0
N282,258909.5,110238.5,111,44,264831,108924,0,0
N2253,258909.5,110238.5,111,44,264831,108924,0,0
N1401,258914.0,110243.0,111,44,264831,108924,0,0
N1875,258914.0,110243.0,111,44,264831,108924,0,0
N2430,258909.5,110238.5,111,44,264831,108924,0,0
N659,258914.0,110243.0,111,44,264831,108924,0,0
N2193,258914.0,110243.0,111,44,264831,108924,0,0
N1264,258914.0,110243.0,111,44,264831,108924,0,0
N1498,258909.5,110238.5,111,44,264831,108924,0,0
N598,258914.0,110243.0,111,44,264831,108924,0,0
N1054,258914.0,110243.0,111,44,264831,108924,0,0
N1320,258914.0,110243.0,111,44,264831,108924,0,0
N2513,258914.0,110243.0,111,44,264831,108924,0,0
N513,258909.5,110238.5,111,44,264831,108924,0,0
N2554,258909.5,110238.5,111,44,264831,108924,0,0
N1504,258909.5,110238.5,111,44,264831,108924,0,0
N2280,258909.5,110238.5,111,44,264831,108924,0,0
N2025,258909.5,110238.5,111,44,264831,108924,0,0
N569,258909.5,110238.5,111,44,264831,108924,0,0
N1261,18189.0,20272.5,9,24,27231,18888,0,0
N1164,258909.5,110238.5,111,44,264831,108924,0,0
N383,258909.5,110238.5,111,44,264831,108924,0,0
N272,258909.5,110238.5,111,44,264831,108924,0,0
N198,258909.5,110238.5,111,44,264831,108924,0,0
N880,258909.5,110238.5,111,44,264831,108924,0,0
N2071,261750.0,119223.25,116,64,266666,113804,0,0
N1586,258914.0,110243.0,111,44,264831,108924,0,0
N1980,258914.0,110243.0,111,44,264831,108924,0,0
N2613,258909.5,110238.5,111,44,264831,108924,0,0
N37,258909.5,110238.5,111,44,264831,108924,0,0
N2319,258909.5,110238.5,111,44,264831,108924,0,0
N490,258914.0,110243.0,111,44,264831,108924,0,0
N2350,258909.5,110238.5,111,44,264831,108924,0,0
N837,258914.0,110243.0,111,44,264831,108924,0,0
N2539,258909.5,110238.5,111,44,264831,108924,0,0
N957,258914.0,110243.0,111,44,264831,108924,0,0
N1667,18189.0,20272.5,9,24,27231,18888,0,0
N1738,258914.0,110243.0,111,44,264831,108924,0,0
N1899,258909.5,110238.5,111,44,264831,108924,0,0
N2018,258914.0,110243.0,111,44,264831,108924,0,0
N1684,258909.5,110238.5,111,44,264831,108924,0,0
N2655,261750.0,119223.25,116,64,266666,113804,0,0
N1978,258909.5,110238.5,111,44,264831,108924,0,0
N1394,258909.5,110238.5,111,44,264831,108924,0,0
N18,258914.0,110243.0,111,44,264831,108924,0,0
N2116,258914.0,110243.0,111,44,264831,108924,0,0
N2068,258909.5,110238.5,111,44,264831,108924,0,0
N1914,258909.5,110238.5,111,44,264831,108924,0,0
N2546,258914.0,110243.0,111,44,264831,108924,0,0
N1274,258914.0,110243.0,111,44,264831,108924,0,0
N679,258914.0,110243.0,111,44,264831,108924,0,0
N2290,258909.5,110238.5,111,44,264831,108924,0,0
N102,258914.0,110243.0,111,44,264831,108924,0,0
N2505,258909.5,110238.5,111,44,264831,108924,0,0
N593,18189.0,20272.5,9,24,27231,18888,0,0
N346,258914.0,110243.0,111,44,264831,108924,0,0
N1788,258909.5,110238.5,111,44,264831,108924,0,0
N1532,261750.0,119223.25,116,64,266666,113804,0,0
N1119,258909.5,110238.5,111,44,264831,108924,0,0
N1081,18189.0,20272.5,9,24,27231,18888,0,0
N2484,258909.5,110238.5,111,44,264831,108924,0,0
N757,258909.5,110238.5,111,44,264831,108924,0,0
N1886,258914.0,110243.0,111,44,264831,108924,0,0
N2212,258909.5,110238.5,111,44,264831,108924,0,0
N611,258914.0,110243.0,111,44,264831,108924,0,0
N518,258914.0,110243.0,111,44,264831,108924,0,0
N2407,258914.0,110243.0,111,44,264831,108924,0,0
N239,258914.0,110243.0,111,44,264831,108924,0,0
N2588,258909.5,110238.5,111,44,264831,108924,0,0
N619,18189.0,20272.5,9,24,27231,18888,0,0
N836,258909.5,110238.5,111,44,264831,108924,0,0
N1647,18189.0,20272.5,9,24,27231,18888,0,0
N1275,258914.0,110243.0,111,44,264831,108924,0,0
N2431,258914.0,110243.0,111,44,264831,108924,0,0
N2311,258914.0,110243.0,111,44,264831,108924,0,0
N1097,258909.5,110238.5,111,44,264831,108924,0,0
N339,258909.5,110238.5,111,44,264831,108924,0,0
N543,258909.5,110238.5,111,44,264831,108924,0,0
N2486,258909.5,110238.5,111,44,264831,108924,0,0
N1850,258909.5,110238.5,111,44,264831,108924,0,0
N1118,258909.5,110238.5,111,44,264831,108924,0,0
N1236,258914.0,110243.0,111,44,264831,108924,0,0
N132,258914.0,110243.0,111,44,264831,108924,0,0
N2582,258914.0,110243.0,111,44,264831,108924,0,0
N2596,258909.5,110238.5,111,44,264831,108924,0,0
N902,258914.0,110243.0,111,44,264831,108924,0,0
N2460,258914.0,110243.0,111,44,264831,108924,0,0
N1234,258914.0,110243.0,111,44,264831,108924,0,0
N2627,258909.5,110238.5,111,44,264831,108924,0,0
N827,258914.0,110243.0,111,44,264831,108924,0,0
N372,258914.0,110243.0,111,44,264831,108924,0,0
N2149,258909.5,110238.5,111,44,264831,108924,0,0
N2560,258914.0,110243.0,111,44,264831,108924,0,0
N605,258909.5,110238.5,111,44,264831,108924,0,0
N2621,258909.5,110238.5,111,44,264831,108924,0,0
N1309,258914.0,110243.0,111,44,264831,108924,0,0
N789,258909.5,110238.5,111,44,264831,108924,0,0
N2523,258914.0,110243.0,111,44,264831,108924,0,0
N1527,258909.5,110238.5,111,44,264831,108924,0,0
N1502,258914.0,110243.0,111,44,264831,108924,0,0
N610,258914.0,110243.0,111,44,264831,108924,0,0
N2192,258909.5,110238.5,111,44,264831,108924,0,0
N291,258909.5,110238.5,111,44,264831,108924,0,0
N66,258914.0,110243.0,111,44,264831,108924,0,0
N1339,258909.5,110238.5,111,44,264831,108924,0,0
N95,18189.0,20272.5,9,24,27231,18888,0,0
N1717,258909.5,110238.5,111,44,264831,108924,0,0
N493,18189.0,20272.5,9,24,27231,18888,0,0
N2639,258909.5,110238.5,111,44,264831,108924,0,0
N2304,258909.5,110238.5,111,44,264831,108924,0,0
N1372,258914.0,110243.0,111,44,264831,108924,0,0
N1766,18189.0,20272.5,9,24,27231,18888,0,0
N2529,258914.0,110243.0,111,44,264831,108924,0,0
N1233,258914.0,110243.0,111,44,264831,108924,0,0
N1085,258909.5,110238.5,111,44,264831,108924,0,0
N818,258914.0,110243.0,111,44,264831,108924,0,0
N1483,258909.5,110238.5,111,44,264831,108924,0,0
N2202,258914.0,110243.0,111,44,264831,108924,0,0
N275,258909.5,110238.5,111,44,264831,108924,0,0
N747,258914.0,110243.0,111,44,264831,108924,0,0
N1163,18189.0,20272.5,9,24,27231,18888,0,0
N1563,258909.5,110238.5,111,44,264831,108924,0,0
N1050,258914.0,110243.0,111,44,264831,108924,0,0
N1135,258909.5,110238.5,111,44,264831,108924,0,0
N61,258909.5,110238.5,111,44,264831,108924,0,0
N711,258914.0,110243.0,111,44,264831,108924,0,0
N2565,258914.0,110243.0,111,44,264831,108924,0,0
N495,258914.0,110243.0,111,44,264831,108924,0,0
N217,261750.0,119223.25,116,64,266666,113804,0,0
N1210,258909.5,110238.5,111,44,264831,108924,0,0
N1781,258909.5,110238.5,111,44,264831,108924,0,0
N1960,258914.0,110243.0,111,44,264831,108924,0,0
N1461,18189.0,20272.5,9,24,27231,18888,0,0
N1062,258909.5,110238.5,111,44,264831,108924,0,0
N1674,258914.0,110243.0,111,44,264831,108924,0,0
N712,261750.0,119223.25,116,64,266666,113804,0,0
N2007,258909.5,110238.5,111,44,264831,108924,0,0
N840,258909.5,110238.5,111,44,264831,108924,0,0
N2632,261750.0,119223.25,116,64,266666,113804,0,0
N1951,258914.0,110243.0,111,44,264831,108924,0,0
N1862,258909.5,110238.5,111,44,264831,108924,0,0
N2259,18189.0,20272.5,9,24,27231,18888,0,0
N1336,258909.5,110238.5,111,44,264831,108924,0,0
N2134,18189.0,20272.5,9,24,27231,18888,0,0
N13,258914.0,110243.0,111,44,264831,108924,0,0
N2564,258914.0,110243.0,111,44,264831,108924,0,0
N2570,258914.0,110243.0,111,44,264831,108924,0,0
N332,258914.0,110243.0,111,44,264831,108924,0,0
N2086,258909.5,110238.5,111,44,264831,108924,0,0
N449,18189.0,20272.5,9,24,27231,18888,0,0
N1385,258914.0,110243.0,111,44,264831,108924,0,0
N1263,258909.5,110238.5,111,44,264831,108924,0,0
N1380,258909.5,110238.5,111,44,264831,108924,0,0
N2059,18189.0,20272.5,9,24,27231,18888,0,0
N918,258914.0,110243.0,111,44,264831,108924,0,0
N1996,258909.5,110238.5,111,44,264831,108924,0,0
N1088,258909.5,110238.5,111,44,264831,108924,0,0
N316,18189.0,20272.5,9,24,27231,18888,0,0
N885,258909.5,110238.5,111,44,264831,108924,0,0
N1129,261750.0,119223.25,116,64,266666,113804,0,0
N431,258914.0,110243.0,111,44,264831,108924,0,0
N152,261750.0,119223.25,116,64,266666,113804,0,0
N2298,258914.0,110243.0,111,44,264831,108924,0,0
N2115,258909.5,110238.5,111,44,264831,108924,0,0
N1819,258909.5,110238.5,111,44,264831,108924,0,0
N2526,18189.0,20272.5,9,24,27231,18888,0,0
N1184,258909.5,110238.5,111,44,264831,108924,0,0
